Job Code,Activity,Date,PIC,File Link,Description
SPBE001,SPK Signed,2022-09-30,NFI,https://company.sharepoint.com/SPBE001/spk_signed.pdf,Final version uploaded
TGD01-25-10-01,SPK Sent,2025-11-29,DGS,https://company.sharepoint.com/TGD01-25-10-01/spk_sent.pdf,Final version uploaded
TGD01-25-10-01,SPK Received,2025-12-08,OMW,https://company.sharepoint.com/TGD01-25-10-01/spk_received.pdf,Signed by client
TGD01-25-10-01,SPK Signed,2025-12-09,IFS,https://company.sharepoint.com/TGD01-25-10-01/spk_signed.pdf,Signed by client
TGD01-25-10-01,Addendum Sent,2026-03-19,IFS,https://company.sharepoint.com/TGD01-25-10-01/addendum_sent.pdf,Waiting for approval
TGD01-25-10-01,Addendum Received,2026-03-25,IFS,https://company.sharepoint.com/TGD01-25-10-01/addendum_received.pdf,Internal verification completed
TGD01-25-10-01,Addendum Signed,2026-03-27,WNA,https://company.sharepoint.com/TGD01-25-10-01/addendum_signed.pdf,Document uploaded
TKS01-25-10-01,SPK Sent,2025-11-11,FYA,https://company.sharepoint.com/TKS01-25-10-01/spk_sent.pdf,Final version uploaded
TKS01-25-10-01,SPK Received,2025-11-14,OMW,https://company.sharepoint.com/TKS01-25-10-01/spk_received.pdf,Internal verification completed
TKS01-25-10-01,SPK Signed,2025-11-18,FYA,https://company.sharepoint.com/TKS01-25-10-01/spk_signed.pdf,Final version uploaded
TRAN009,SPK Sent,2013-08-12,DTP,https://company.sharepoint.com/TRAN009/spk_sent.pdf,Waiting for approval
TRAN009,SPK Received,2013-08-20,NFI,https://company.sharepoint.com/TRAN009/spk_received.pdf,Final version uploaded
TRAN009,SPK Signed,2013-08-22,IFS,https://company.sharepoint.com/TRAN009/spk_signed.pdf,Reviewed by Legal
TRAN009,Addendum Sent,2013-10-01,IFI,https://company.sharepoint.com/TRAN009/addendum_sent.pdf,Internal verification completed
TRAN009,Addendum Received,2013-10-07,IFI,https://company.sharepoint.com/TRAN009/addendum_received.pdf,Document uploaded
TRAN009,Addendum Signed,2013-10-08,TSR,https://company.sharepoint.com/TRAN009/addendum_signed.pdf,Approved
TRAN011,SPK Sent,2014-02-07,DGS,https://company.sharepoint.com/TRAN011/spk_sent.pdf,Document uploaded
TRAN011,SPK Received,2014-02-12,DLP,https://company.sharepoint.com/TRAN011/spk_received.pdf,Final version uploaded
TRAN011,SPK Signed,2014-02-13,NFI,https://company.sharepoint.com/TRAN011/spk_signed.pdf,Waiting for approval
TRAN011,Addendum Sent,2014-05-28,WNA,https://company.sharepoint.com/TRAN011/addendum_sent.pdf,Waiting for approval
TRAN011,Addendum Received,2014-06-06,NFI,https://company.sharepoint.com/TRAN011/addendum_received.pdf,Reviewed by Legal
TRAN011,Addendum Signed,2014-06-07,IFS,https://company.sharepoint.com/TRAN011/addendum_signed.pdf,Document uploaded
TRAN012,SPK Sent,2014-02-23,TSR,https://company.sharepoint.com/TRAN012/spk_sent.pdf,Reviewed by Legal
TRAN012,SPK Received,2014-02-27,WNA,https://company.sharepoint.com/TRAN012/spk_received.pdf,Approved
TRAN012,SPK Signed,2014-03-01,DLP,https://company.sharepoint.com/TRAN012/spk_signed.pdf,Final version uploaded
TRAN013,SPK Sent,2014-12-26,DGS,https://company.sharepoint.com/TRAN013/spk_sent.pdf,Final version uploaded
TRAN013,SPK Received,2014-12-30,OMW,https://company.sharepoint.com/TRAN013/spk_received.pdf,Internal verification completed
TRAN013,SPK Signed,2015-01-01,FYA,https://company.sharepoint.com/TRAN013/spk_signed.pdf,Waiting for approval
TRAN013,Addendum Sent,2015-04-10,IFI,https://company.sharepoint.com/TRAN013/addendum_sent.pdf,Reviewed by Legal
TRAN013,Addendum Received,2015-04-14,FYA,https://company.sharepoint.com/TRAN013/addendum_received.pdf,Reviewed by Legal
TRAN013,Addendum Signed,2015-04-17,WNA,https://company.sharepoint.com/TRAN013/addendum_signed.pdf,Approved
TRAN014,SPK Sent,2015-01-30,OMW,https://company.sharepoint.com/TRAN014/spk_sent.pdf,Final version uploaded
TRAN014,SPK Received,2015-02-03,DTP,https://company.sharepoint.com/TRAN014/spk_received.pdf,Reviewed by Legal
TRAN014,SPK Signed,2015-02-06,FYA,https://company.sharepoint.com/TRAN014/spk_signed.pdf,Signed by client
TRAN015,SPK Sent,2015-05-16,FYA,https://company.sharepoint.com/TRAN015/spk_sent.pdf,Reviewed by Legal
TRAN015,SPK Received,2015-05-21,JQV,https://company.sharepoint.com/TRAN015/spk_received.pdf,Document uploaded
TRAN015,SPK Signed,2015-05-25,JQV,https://company.sharepoint.com/TRAN015/spk_signed.pdf,Final version uploaded
TRAN016,SPK Sent,2015-08-01,AMF,https://company.sharepoint.com/TRAN016/spk_sent.pdf,Final version uploaded
TRAN016,SPK Received,2015-08-07,DGS,https://company.sharepoint.com/TRAN016/spk_received.pdf,Reviewed by Legal
TRAN016,SPK Signed,2015-08-10,FYA,https://company.sharepoint.com/TRAN016/spk_signed.pdf,Internal verification completed
TRAN016,Addendum Sent,2015-10-27,IFS,https://company.sharepoint.com/TRAN016/addendum_sent.pdf,Signed by client
TRAN016,Addendum Received,2015-11-02,AMF,https://company.sharepoint.com/TRAN016/addendum_received.pdf,Internal verification completed
TRAN016,Addendum Signed,2015-11-06,TSR,https://company.sharepoint.com/TRAN016/addendum_signed.pdf,Reviewed by Legal
TRAN017,SPK Sent,2015-10-01,TSR,https://company.sharepoint.com/TRAN017/spk_sent.pdf,Approved
TRAN017,SPK Received,2015-10-06,DGS,https://company.sharepoint.com/TRAN017/spk_received.pdf,Final version uploaded
TRAN017,SPK Signed,2015-10-10,DLP,https://company.sharepoint.com/TRAN017/spk_signed.pdf,Waiting for approval
TRAN018,SPK Sent,2015-11-09,OMW,https://company.sharepoint.com/TRAN018/spk_sent.pdf,Waiting for approval
TRAN018,SPK Received,2015-11-17,DGS,https://company.sharepoint.com/TRAN018/spk_received.pdf,Waiting for approval
TRAN018,SPK Signed,2015-11-19,IFS,https://company.sharepoint.com/TRAN018/spk_signed.pdf,Final version uploaded
TRAN019,SPK Sent,2015-11-20,HZR,https://company.sharepoint.com/TRAN019/spk_sent.pdf,Approved
TRAN019,SPK Received,2015-11-22,IFI,https://company.sharepoint.com/TRAN019/spk_received.pdf,Waiting for approval
TRAN019,SPK Signed,2015-11-25,RLM,https://company.sharepoint.com/TRAN019/spk_signed.pdf,Reviewed by Legal
TRAN020,SPK Sent,2015-11-21,OMW,https://company.sharepoint.com/TRAN020/spk_sent.pdf,Approved
TRAN020,SPK Received,2015-11-30,FYA,https://company.sharepoint.com/TRAN020/spk_received.pdf,Document uploaded
TRAN020,SPK Signed,2015-12-01,FYA,https://company.sharepoint.com/TRAN020/spk_signed.pdf,Approved
TRAN021,SPK Sent,2016-12-14,IFI,https://company.sharepoint.com/TRAN021/spk_sent.pdf,Waiting for approval
TRAN021,SPK Received,2016-12-19,HZR,https://company.sharepoint.com/TRAN021/spk_received.pdf,Approved
TRAN021,SPK Signed,2016-12-21,RLM,https://company.sharepoint.com/TRAN021/spk_signed.pdf,Waiting for approval
TRAN021,Addendum Sent,2017-03-25,HZR,https://company.sharepoint.com/TRAN021/addendum_sent.pdf,Final version uploaded
TRAN021,Addendum Received,2017-04-01,OMW,https://company.sharepoint.com/TRAN021/addendum_received.pdf,Approved
TRAN021,Addendum Signed,2017-04-04,JQV,https://company.sharepoint.com/TRAN021/addendum_signed.pdf,Waiting for approval
TRAN022,SPK Sent,2016-11-04,WNA,https://company.sharepoint.com/TRAN022/spk_sent.pdf,Signed by client
TRAN022,SPK Received,2016-11-12,JQV,https://company.sharepoint.com/TRAN022/spk_received.pdf,Internal verification completed
TRAN022,SPK Signed,2016-11-14,JQV,https://company.sharepoint.com/TRAN022/spk_signed.pdf,Approved
TRAN024,SPK Sent,2016-11-24,IFI,https://company.sharepoint.com/TRAN024/spk_sent.pdf,Waiting for approval
TRAN024,SPK Received,2016-11-27,NFI,https://company.sharepoint.com/TRAN024/spk_received.pdf,Internal verification completed
TRAN024,SPK Signed,2016-11-30,RLM,https://company.sharepoint.com/TRAN024/spk_signed.pdf,Approved
TRAN025,SPK Sent,2016-12-28,IFI,https://company.sharepoint.com/TRAN025/spk_sent.pdf,Internal verification completed
TRAN025,SPK Received,2017-01-03,TLW,https://company.sharepoint.com/TRAN025/spk_received.pdf,Final version uploaded
TRAN025,SPK Signed,2017-01-05,AMF,https://company.sharepoint.com/TRAN025/spk_signed.pdf,Internal verification completed
TRAN025,Addendum Sent,2017-03-11,HZR,https://company.sharepoint.com/TRAN025/addendum_sent.pdf,Approved
TRAN025,Addendum Received,2017-03-18,NFI,https://company.sharepoint.com/TRAN025/addendum_received.pdf,Internal verification completed
TRAN025,Addendum Signed,2017-03-19,AMF,https://company.sharepoint.com/TRAN025/addendum_signed.pdf,Signed by client
TRAN026,SPK Sent,2017-08-15,WNA,https://company.sharepoint.com/TRAN026/spk_sent.pdf,Waiting for approval
TRAN026,SPK Received,2017-08-18,WNA,https://company.sharepoint.com/TRAN026/spk_received.pdf,Internal verification completed
TRAN026,SPK Signed,2017-08-21,OMW,https://company.sharepoint.com/TRAN026/spk_signed.pdf,Reviewed by Legal
TRAN026,Addendum Sent,2017-12-06,AMF,https://company.sharepoint.com/TRAN026/addendum_sent.pdf,Signed by client
TRAN026,Addendum Received,2017-12-09,DTP,https://company.sharepoint.com/TRAN026/addendum_received.pdf,Approved
TRAN026,Addendum Signed,2017-12-13,RLM,https://company.sharepoint.com/TRAN026/addendum_signed.pdf,Document uploaded
TRAN027,SPK Sent,2017-01-22,IFS,https://company.sharepoint.com/TRAN027/spk_sent.pdf,Signed by client
TRAN027,SPK Received,2017-01-28,RLM,https://company.sharepoint.com/TRAN027/spk_received.pdf,Final version uploaded
TRAN027,SPK Signed,2017-01-30,WNA,https://company.sharepoint.com/TRAN027/spk_signed.pdf,Final version uploaded
TRAN027,Addendum Sent,2017-04-21,AMF,https://company.sharepoint.com/TRAN027/addendum_sent.pdf,Document uploaded
TRAN027,Addendum Received,2017-04-28,OMW,https://company.sharepoint.com/TRAN027/addendum_received.pdf,Document uploaded
TRAN027,Addendum Signed,2017-04-30,TSR,https://company.sharepoint.com/TRAN027/addendum_signed.pdf,Final version uploaded
TRAN028,SPK Sent,2017-02-28,JQV,https://company.sharepoint.com/TRAN028/spk_sent.pdf,Approved
TRAN028,SPK Received,2017-03-05,DLP,https://company.sharepoint.com/TRAN028/spk_received.pdf,Document uploaded
TRAN028,SPK Signed,2017-03-06,NFI,https://company.sharepoint.com/TRAN028/spk_signed.pdf,Document uploaded
TRAN028,Addendum Sent,2017-05-30,TLW,https://company.sharepoint.com/TRAN028/addendum_sent.pdf,Final version uploaded
TRAN028,Addendum Received,2017-06-07,NFI,https://company.sharepoint.com/TRAN028/addendum_received.pdf,Approved
TRAN028,Addendum Signed,2017-06-09,IFI,https://company.sharepoint.com/TRAN028/addendum_signed.pdf,Approved
TRAN029,SPK Sent,2017-09-17,RLM,https://company.sharepoint.com/TRAN029/spk_sent.pdf,Final version uploaded
TRAN029,SPK Received,2017-09-18,RLM,https://company.sharepoint.com/TRAN029/spk_received.pdf,Document uploaded
TRAN029,SPK Signed,2017-09-22,DLP,https://company.sharepoint.com/TRAN029/spk_signed.pdf,Waiting for approval
TRAN030,SPK Sent,2017-10-09,WNA,https://company.sharepoint.com/TRAN030/spk_sent.pdf,Internal verification completed
TRAN030,SPK Received,2017-10-14,DTP,https://company.sharepoint.com/TRAN030/spk_received.pdf,Signed by client
TRAN030,SPK Signed,2017-10-18,HZR,https://company.sharepoint.com/TRAN030/spk_signed.pdf,Reviewed by Legal
TRAN031,SPK Sent,2017-12-27,DLP,https://company.sharepoint.com/TRAN031/spk_sent.pdf,Reviewed by Legal
TRAN031,SPK Received,2018-01-01,DLP,https://company.sharepoint.com/TRAN031/spk_received.pdf,Waiting for approval
TRAN031,SPK Signed,2018-01-04,OMW,https://company.sharepoint.com/TRAN031/spk_signed.pdf,Final version uploaded
TRAN032,SPK Sent,2018-01-04,TLW,https://company.sharepoint.com/TRAN032/spk_sent.pdf,Approved
TRAN032,SPK Received,2018-01-07,IFI,https://company.sharepoint.com/TRAN032/spk_received.pdf,Waiting for approval
TRAN032,SPK Signed,2018-01-10,AMF,https://company.sharepoint.com/TRAN032/spk_signed.pdf,Waiting for approval
TRAN033,SPK Sent,2018-01-10,JQV,https://company.sharepoint.com/TRAN033/spk_sent.pdf,Waiting for approval
TRAN033,SPK Received,2018-01-14,TSR,https://company.sharepoint.com/TRAN033/spk_received.pdf,Final version uploaded
TRAN033,SPK Signed,2018-01-16,OMW,https://company.sharepoint.com/TRAN033/spk_signed.pdf,Reviewed by Legal
TRAN034,SPK Sent,2017-02-17,JQV,https://company.sharepoint.com/TRAN034/spk_sent.pdf,Signed by client
TRAN034,SPK Received,2017-02-22,DGS,https://company.sharepoint.com/TRAN034/spk_received.pdf,Final version uploaded
TRAN034,SPK Signed,2017-02-23,IFS,https://company.sharepoint.com/TRAN034/spk_signed.pdf,Internal verification completed
TRAN035,SPK Sent,2018-10-24,AMF,https://company.sharepoint.com/TRAN035/spk_sent.pdf,Document uploaded
TRAN035,SPK Received,2018-10-30,IFI,https://company.sharepoint.com/TRAN035/spk_received.pdf,Internal verification completed
TRAN035,SPK Signed,2018-10-31,OMW,https://company.sharepoint.com/TRAN035/spk_signed.pdf,Internal verification completed
TRAN035,Addendum Sent,2019-02-04,HZR,https://company.sharepoint.com/TRAN035/addendum_sent.pdf,Approved
TRAN035,Addendum Received,2019-02-10,JQV,https://company.sharepoint.com/TRAN035/addendum_received.pdf,Waiting for approval
TRAN035,Addendum Signed,2019-02-11,IFS,https://company.sharepoint.com/TRAN035/addendum_signed.pdf,Approved
TRAN036,SPK Sent,2018-09-30,AMF,https://company.sharepoint.com/TRAN036/spk_sent.pdf,Document uploaded
TRAN036,SPK Received,2018-10-01,OMW,https://company.sharepoint.com/TRAN036/spk_received.pdf,Internal verification completed
TRAN036,SPK Signed,2018-10-05,HZR,https://company.sharepoint.com/TRAN036/spk_signed.pdf,Signed by client
TRAN037,SPK Sent,2018-10-27,IFS,https://company.sharepoint.com/TRAN037/spk_sent.pdf,Document uploaded
TRAN037,SPK Received,2018-10-31,DTP,https://company.sharepoint.com/TRAN037/spk_received.pdf,Document uploaded
TRAN037,SPK Signed,2018-11-02,OMW,https://company.sharepoint.com/TRAN037/spk_signed.pdf,Document uploaded
TRAN040,SPK Sent,2019-09-26,IFS,https://company.sharepoint.com/TRAN040/spk_sent.pdf,Document uploaded
TRAN040,SPK Received,2019-09-29,DLP,https://company.sharepoint.com/TRAN040/spk_received.pdf,Approved
TRAN040,SPK Signed,2019-10-02,RLM,https://company.sharepoint.com/TRAN040/spk_signed.pdf,Internal verification completed
TRAN041,SPK Sent,2019-10-01,DTP,https://company.sharepoint.com/TRAN041/spk_sent.pdf,Final version uploaded
TRAN041,SPK Received,2019-10-04,RLM,https://company.sharepoint.com/TRAN041/spk_received.pdf,Document uploaded
TRAN041,SPK Signed,2019-10-07,NFI,https://company.sharepoint.com/TRAN041/spk_signed.pdf,Reviewed by Legal
TRAN042,SPK Sent,2019-10-17,NFI,https://company.sharepoint.com/TRAN042/spk_sent.pdf,Approved
TRAN042,SPK Received,2019-10-20,HZR,https://company.sharepoint.com/TRAN042/spk_received.pdf,Internal verification completed
TRAN042,SPK Signed,2019-10-23,OMW,https://company.sharepoint.com/TRAN042/spk_signed.pdf,Final version uploaded
TRAN043,SPK Sent,2019-10-30,FYA,https://company.sharepoint.com/TRAN043/spk_sent.pdf,Signed by client
TRAN043,SPK Received,2019-11-05,RLM,https://company.sharepoint.com/TRAN043/spk_received.pdf,Document uploaded
TRAN043,SPK Signed,2019-11-07,FYA,https://company.sharepoint.com/TRAN043/spk_signed.pdf,Document uploaded
TRAN044,SPK Sent,2019-11-30,TLW,https://company.sharepoint.com/TRAN044/spk_sent.pdf,Signed by client
TRAN044,SPK Received,2019-12-06,NFI,https://company.sharepoint.com/TRAN044/spk_received.pdf,Document uploaded
TRAN044,SPK Signed,2019-12-09,DLP,https://company.sharepoint.com/TRAN044/spk_signed.pdf,Waiting for approval
TRAN044,Addendum Sent,2020-01-10,HZR,https://company.sharepoint.com/TRAN044/addendum_sent.pdf,Signed by client
TRAN044,Addendum Received,2020-01-11,DLP,https://company.sharepoint.com/TRAN044/addendum_received.pdf,Document uploaded
TRAN044,Addendum Signed,2020-01-15,OMW,https://company.sharepoint.com/TRAN044/addendum_signed.pdf,Document uploaded
TRAN046,SPK Sent,2020-09-17,DTP,https://company.sharepoint.com/TRAN046/spk_sent.pdf,Final version uploaded
TRAN046,SPK Received,2020-09-23,FYA,https://company.sharepoint.com/TRAN046/spk_received.pdf,Internal verification completed
TRAN046,SPK Signed,2020-09-24,HZR,https://company.sharepoint.com/TRAN046/spk_signed.pdf,Reviewed by Legal
TRAN047,SPK Sent,2020-11-21,DGS,https://company.sharepoint.com/TRAN047/spk_sent.pdf,Approved
TRAN047,SPK Received,2020-11-24,DGS,https://company.sharepoint.com/TRAN047/spk_received.pdf,Approved
TRAN047,SPK Signed,2020-11-26,HZR,https://company.sharepoint.com/TRAN047/spk_signed.pdf,Document uploaded
TRAN048,SPK Sent,2021-02-25,DLP,https://company.sharepoint.com/TRAN048/spk_sent.pdf,Signed by client
TRAN048,SPK Received,2021-03-04,IFS,https://company.sharepoint.com/TRAN048/spk_received.pdf,Document uploaded
TRAN048,SPK Signed,2021-03-05,NFI,https://company.sharepoint.com/TRAN048/spk_signed.pdf,Waiting for approval
TRAN049,SPK Sent,2021-03-17,RLM,https://company.sharepoint.com/TRAN049/spk_sent.pdf,Reviewed by Legal
TRAN049,SPK Received,2021-03-22,FYA,https://company.sharepoint.com/TRAN049/spk_received.pdf,Signed by client
TRAN049,SPK Signed,2021-03-23,HZR,https://company.sharepoint.com/TRAN049/spk_signed.pdf,Internal verification completed
TRAN050,SPK Sent,2021-04-07,HZR,https://company.sharepoint.com/TRAN050/spk_sent.pdf,Reviewed by Legal
TRAN050,SPK Received,2021-04-11,DTP,https://company.sharepoint.com/TRAN050/spk_received.pdf,Reviewed by Legal
TRAN050,SPK Signed,2021-04-14,TSR,https://company.sharepoint.com/TRAN050/spk_signed.pdf,Reviewed by Legal
TRAN054,SPK Sent,2021-11-05,TLW,https://company.sharepoint.com/TRAN054/spk_sent.pdf,Final version uploaded
TRAN054,SPK Received,2021-11-06,HZR,https://company.sharepoint.com/TRAN054/spk_received.pdf,Signed by client
TRAN054,SPK Signed,2021-11-10,DLP,https://company.sharepoint.com/TRAN054/spk_signed.pdf,Reviewed by Legal
TRAN054,Addendum Sent,2022-01-31,HZR,https://company.sharepoint.com/TRAN054/addendum_sent.pdf,Signed by client
TRAN054,Addendum Received,2022-02-08,OMW,https://company.sharepoint.com/TRAN054/addendum_received.pdf,Document uploaded
TRAN054,Addendum Signed,2022-02-09,DLP,https://company.sharepoint.com/TRAN054/addendum_signed.pdf,Waiting for approval
TRAN055,SPK Sent,2021-11-07,HZR,https://company.sharepoint.com/TRAN055/spk_sent.pdf,Document uploaded
TRAN055,SPK Received,2021-11-14,RLM,https://company.sharepoint.com/TRAN055/spk_received.pdf,Approved
TRAN055,SPK Signed,2021-11-15,DLP,https://company.sharepoint.com/TRAN055/spk_signed.pdf,Reviewed by Legal
TRAN059,SPK Sent,2021-11-26,FYA,https://company.sharepoint.com/TRAN059/spk_sent.pdf,Final version uploaded
TRAN059,SPK Received,2021-12-01,DGS,https://company.sharepoint.com/TRAN059/spk_received.pdf,Document uploaded
TRAN059,SPK Signed,2021-12-02,IFI,https://company.sharepoint.com/TRAN059/spk_signed.pdf,Waiting for approval
TRAN060,SPK Sent,2022-03-07,FYA,https://company.sharepoint.com/TRAN060/spk_sent.pdf,Document uploaded
TRAN060,SPK Received,2022-03-14,DLP,https://company.sharepoint.com/TRAN060/spk_received.pdf,Reviewed by Legal
TRAN060,SPK Signed,2022-03-15,DGS,https://company.sharepoint.com/TRAN060/spk_signed.pdf,Signed by client
TRAN060,Addendum Sent,2022-06-10,TLW,https://company.sharepoint.com/TRAN060/addendum_sent.pdf,Final version uploaded
TRAN060,Addendum Received,2022-06-18,AMF,https://company.sharepoint.com/TRAN060/addendum_received.pdf,Waiting for approval
TRAN060,Addendum Signed,2022-06-19,TSR,https://company.sharepoint.com/TRAN060/addendum_signed.pdf,Reviewed by Legal
TRAN061,SPK Sent,2022-04-14,IFS,https://company.sharepoint.com/TRAN061/spk_sent.pdf,Reviewed by Legal
TRAN061,SPK Received,2022-04-21,OMW,https://company.sharepoint.com/TRAN061/spk_received.pdf,Approved
TRAN061,SPK Signed,2022-04-22,DGS,https://company.sharepoint.com/TRAN061/spk_signed.pdf,Signed by client
TRAN064,SPK Sent,2022-06-27,DGS,https://company.sharepoint.com/TRAN064/spk_sent.pdf,Approved
TRAN064,SPK Received,2022-06-30,NFI,https://company.sharepoint.com/TRAN064/spk_received.pdf,Signed by client
TRAN064,SPK Signed,2022-07-04,DLP,https://company.sharepoint.com/TRAN064/spk_signed.pdf,Reviewed by Legal
TRAN065,SPK Sent,2022-07-30,IFS,https://company.sharepoint.com/TRAN065/spk_sent.pdf,Document uploaded
TRAN065,SPK Received,2022-08-07,AMF,https://company.sharepoint.com/TRAN065/spk_received.pdf,Approved
TRAN065,SPK Signed,2022-08-08,DLP,https://company.sharepoint.com/TRAN065/spk_signed.pdf,Final version uploaded
TRAN065,Addendum Sent,2022-11-19,IFS,https://company.sharepoint.com/TRAN065/addendum_sent.pdf,Waiting for approval
TRAN065,Addendum Received,2022-11-24,IFI,https://company.sharepoint.com/TRAN065/addendum_received.pdf,Reviewed by Legal
TRAN065,Addendum Signed,2022-11-27,AMF,https://company.sharepoint.com/TRAN065/addendum_signed.pdf,Reviewed by Legal
TRAN067,SPK Sent,2022-08-14,DLP,https://company.sharepoint.com/TRAN067/spk_sent.pdf,Waiting for approval
TRAN067,SPK Received,2022-08-16,NFI,https://company.sharepoint.com/TRAN067/spk_received.pdf,Waiting for approval
TRAN067,SPK Signed,2022-08-19,DTP,https://company.sharepoint.com/TRAN067/spk_signed.pdf,Approved
TRAN067,Addendum Sent,2022-09-19,IFS,https://company.sharepoint.com/TRAN067/addendum_sent.pdf,Internal verification completed
TRAN067,Addendum Received,2022-09-22,OMW,https://company.sharepoint.com/TRAN067/addendum_received.pdf,Internal verification completed
TRAN067,Addendum Signed,2022-09-24,IFI,https://company.sharepoint.com/TRAN067/addendum_signed.pdf,Approved
TRAN069,SPK Sent,2023-01-07,DGS,https://company.sharepoint.com/TRAN069/spk_sent.pdf,Waiting for approval
TRAN069,SPK Received,2023-01-08,TSR,https://company.sharepoint.com/TRAN069/spk_received.pdf,Reviewed by Legal
TRAN069,SPK Signed,2023-01-12,TSR,https://company.sharepoint.com/TRAN069/spk_signed.pdf,Reviewed by Legal
TRAN071,SPK Sent,2022-11-12,HZR,https://company.sharepoint.com/TRAN071/spk_sent.pdf,Document uploaded
TRAN071,SPK Received,2022-11-18,DTP,https://company.sharepoint.com/TRAN071/spk_received.pdf,Reviewed by Legal
TRAN071,SPK Signed,2022-11-22,AMF,https://company.sharepoint.com/TRAN071/spk_signed.pdf,Waiting for approval
TRAN072,SPK Sent,2022-11-16,DLP,https://company.sharepoint.com/TRAN072/spk_sent.pdf,Internal verification completed
TRAN072,SPK Received,2022-11-19,TLW,https://company.sharepoint.com/TRAN072/spk_received.pdf,Signed by client
TRAN072,SPK Signed,2022-11-23,WNA,https://company.sharepoint.com/TRAN072/spk_signed.pdf,Signed by client
TRAN073,SPK Sent,2023-02-21,HZR,https://company.sharepoint.com/TRAN073/spk_sent.pdf,Waiting for approval
TRAN073,SPK Received,2023-02-28,OMW,https://company.sharepoint.com/TRAN073/spk_received.pdf,Approved
TRAN073,SPK Signed,2023-03-03,IFS,https://company.sharepoint.com/TRAN073/spk_signed.pdf,Waiting for approval
TRAN074,SPK Sent,2023-02-22,DTP,https://company.sharepoint.com/TRAN074/spk_sent.pdf,Waiting for approval
TRAN074,SPK Received,2023-03-01,DLP,https://company.sharepoint.com/TRAN074/spk_received.pdf,Signed by client
TRAN074,SPK Signed,2023-03-03,AMF,https://company.sharepoint.com/TRAN074/spk_signed.pdf,Internal verification completed
TRAN075,SPK Sent,2023-02-06,TSR,https://company.sharepoint.com/TRAN075/spk_sent.pdf,Internal verification completed
TRAN075,SPK Received,2023-02-13,HZR,https://company.sharepoint.com/TRAN075/spk_received.pdf,Approved
TRAN075,SPK Signed,2023-02-16,NFI,https://company.sharepoint.com/TRAN075/spk_signed.pdf,Waiting for approval
TRAN076,SPK Sent,2023-04-07,DGS,https://company.sharepoint.com/TRAN076/spk_sent.pdf,Reviewed by Legal
TRAN076,SPK Received,2023-04-11,TLW,https://company.sharepoint.com/TRAN076/spk_received.pdf,Internal verification completed
TRAN076,SPK Signed,2023-04-14,JQV,https://company.sharepoint.com/TRAN076/spk_signed.pdf,Document uploaded
TRAN081,SPK Sent,2023-08-27,IFI,https://company.sharepoint.com/TRAN081/spk_sent.pdf,Final version uploaded
TRAN081,SPK Received,2023-09-02,AMF,https://company.sharepoint.com/TRAN081/spk_received.pdf,Waiting for approval
TRAN081,SPK Signed,2023-09-04,OMW,https://company.sharepoint.com/TRAN081/spk_signed.pdf,Waiting for approval
TRAN082,SPK Sent,2023-08-30,DTP,https://company.sharepoint.com/TRAN082/spk_sent.pdf,Approved
TRAN082,SPK Received,2023-09-01,DTP,https://company.sharepoint.com/TRAN082/spk_received.pdf,Internal verification completed
TRAN082,SPK Signed,2023-09-04,DTP,https://company.sharepoint.com/TRAN082/spk_signed.pdf,Document uploaded
TRAN083,SPK Sent,2023-09-19,WNA,https://company.sharepoint.com/TRAN083/spk_sent.pdf,Internal verification completed
TRAN083,SPK Received,2023-09-23,OMW,https://company.sharepoint.com/TRAN083/spk_received.pdf,Final version uploaded
TRAN083,SPK Signed,2023-09-26,IFI,https://company.sharepoint.com/TRAN083/spk_signed.pdf,Waiting for approval
TRAN083,Addendum Sent,2023-11-18,DTP,https://company.sharepoint.com/TRAN083/addendum_sent.pdf,Final version uploaded
TRAN083,Addendum Received,2023-11-19,JQV,https://company.sharepoint.com/TRAN083/addendum_received.pdf,Signed by client
TRAN083,Addendum Signed,2023-11-23,TLW,https://company.sharepoint.com/TRAN083/addendum_signed.pdf,Final version uploaded
TRAN086,SPK Sent,2024-08-03,WNA,https://company.sharepoint.com/TRAN086/spk_sent.pdf,Signed by client
TRAN086,SPK Received,2024-08-07,DTP,https://company.sharepoint.com/TRAN086/spk_received.pdf,Internal verification completed
TRAN086,SPK Signed,2024-08-08,FYA,https://company.sharepoint.com/TRAN086/spk_signed.pdf,Final version uploaded
TRAN086,Addendum Sent,2024-11-19,RLM,https://company.sharepoint.com/TRAN086/addendum_sent.pdf,Document uploaded
TRAN086,Addendum Received,2024-11-23,TLW,https://company.sharepoint.com/TRAN086/addendum_received.pdf,Reviewed by Legal
TRAN086,Addendum Signed,2024-11-27,WNA,https://company.sharepoint.com/TRAN086/addendum_signed.pdf,Reviewed by Legal
TRAN087,SPK Sent,2024-09-05,NFI,https://company.sharepoint.com/TRAN087/spk_sent.pdf,Signed by client
TRAN087,SPK Received,2024-09-06,JQV,https://company.sharepoint.com/TRAN087/spk_received.pdf,Document uploaded
TRAN087,SPK Signed,2024-09-10,DLP,https://company.sharepoint.com/TRAN087/spk_signed.pdf,Waiting for approval
TRAN088,SPK Sent,2024-09-09,IFI,https://company.sharepoint.com/TRAN088/spk_sent.pdf,Reviewed by Legal
TRAN088,SPK Received,2024-09-17,WNA,https://company.sharepoint.com/TRAN088/spk_received.pdf,Reviewed by Legal
