Job Code,Term,Activity,Date,PIC,Description
SIMP086,2,Invoice Billed,2023-09-23,NVN,Invoice issued to client
SIMP086,2,Invoice Paid,2023-10-09,AMF,Payment confirmation received
SIMP086,3,Invoice Sent,2023-12-01,DGS,Invoice issued to client
SIMP086,3,Invoice Billed,2023-12-10,TSR,Invoice issued to client
SIMP086,3,Invoice Paid,2023-12-22,AOW,Payment confirmation received
SIMP086,4,Invoice Sent,2024-01-03,DGS,Invoice verified
SIMP086,4,Invoice Billed,2024-01-08,RLM,Invoice successfully paid
SIMP086,4,Invoice Paid,2024-01-21,RLM,Payment confirmation received
SIMP087,1,Invoice Sent,2023-12-06,NVN,Invoice issued to client
SIMP087,1,Invoice Billed,2023-12-13,MRK,Finance approval completed
SIMP087,1,Invoice Paid,2024-01-10,AOW,Invoice issued to client
SIMP087,2,Invoice Sent,2023-12-01,AMF,Invoice successfully paid
SIMP087,2,Invoice Billed,2023-12-12,TSR,Finance approval completed
SIMP087,2,Invoice Paid,2023-12-29,TSR,Payment confirmation received
SIMP088,1,Invoice Sent,2023-09-25,RLM,Payment confirmation received
SIMP088,1,Invoice Billed,2023-10-09,RLM,Finance approval completed
SIMP088,1,Invoice Paid,2023-11-14,RLM,Finance approval completed
SIMP088,2,Invoice Sent,2024-01-26,RLM,Payment confirmation received
SIMP088,2,Invoice Billed,2024-02-07,MRK,Invoice verified
SIMP088,2,Invoice Paid,2024-03-20,SSM,Invoice issued to client
SIMP088,3,Invoice Sent,2024-03-06,AMF,Payment confirmation received
SIMP088,3,Invoice Billed,2024-03-10,NVN,Payment confirmation received
SIMP088,4,Invoice Sent,2024-04-05,RLM,Invoice issued to client
SIMP088,4,Invoice Billed,2024-04-15,MRK,Payment confirmation received
SIMP088A,1,Invoice Sent,2024-05-17,SSM,Invoice issued to client
SIMP088A,1,Invoice Billed,2024-05-28,SHS,Payment confirmation received
SIMP088A,1,Invoice Paid,2024-07-08,AMF,Invoice successfully paid
SIMP088A,2,Invoice Sent,2024-06-02,SHS,Finance approval completed
SIMP088A,2,Invoice Billed,2024-06-08,AMF,Invoice successfully paid
SIMP088A,2,Invoice Paid,2024-07-18,NVN,Payment confirmation received
SIMP089,1,Invoice Sent,2023-09-23,AOW,Invoice issued to client
SIMP089,1,Invoice Billed,2023-10-01,AOW,Invoice issued to client
SIMP089,1,Invoice Paid,2023-10-09,SHS,Finance approval completed
SIMP089,2,Invoice Sent,2023-10-13,RLM,Finance approval completed
SIMP089,2,Invoice Billed,2023-10-17,AMF,Finance approval completed
SIMP089,2,Invoice Paid,2023-10-29,SHS,Payment confirmation received
SIMP089,3,Invoice Sent,2023-10-20,AMF,Payment confirmation received
SIMP089,3,Invoice Billed,2023-10-31,TSR,Finance approval completed
SIMP089,3,Invoice Paid,2023-11-14,AOW,Finance approval completed
SIMP090,1,Invoice Sent,2023-09-22,SHS,Payment confirmation received
SIMP090,1,Invoice Billed,2023-10-05,MRK,Payment confirmation received
SIMP090,1,Invoice Paid,2023-10-30,TSR,Invoice verified
SIMP090,2,Invoice Sent,2023-10-08,MRK,Invoice verified
SIMP090,2,Invoice Billed,2023-10-15,DGS,Payment confirmation received
SIMP090,2,Invoice Paid,2023-11-15,RLM,Finance approval completed
SIMP090,3,Invoice Sent,2023-10-16,SSM,Invoice issued to client
SIMP091,1,Invoice Sent,2023-12-22,RLM,Invoice successfully paid
SIMP091,1,Invoice Billed,2023-12-25,MRK,Payment confirmation received
SIMP091,1,Invoice Paid,2024-01-19,NVN,Invoice issued to client
SIMP092,1,Invoice Sent,2024-01-20,DGS,Invoice verified
SIMP092,1,Invoice Billed,2024-02-02,TSR,Invoice verified
SIMP092,1,Invoice Paid,2024-03-08,AMF,Finance approval completed
SIMP092,2,Invoice Sent,2024-02-21,OMW,Invoice issued to client
SIMP092,2,Invoice Billed,2024-02-25,AOW,Payment confirmation received
SIMP092,2,Invoice Paid,2024-03-06,AOW,Invoice issued to client
SIMP092,3,Invoice Sent,2024-04-04,SHS,Invoice verified
SIMP092,3,Invoice Billed,2024-04-13,DGS,Finance approval completed
SIMP092,4,Invoice Sent,2024-05-02,NVN,Finance approval completed
SIMP092,4,Invoice Billed,2024-05-16,NVN,Invoice verified
SIMP092,4,Invoice Paid,2024-06-02,MRK,Invoice issued to client
SIMP093,1,Invoice Sent,2024-02-08,RLM,Finance approval completed
SIMP093,1,Invoice Billed,2024-02-14,DGS,Payment confirmation received
SIMP093,1,Invoice Paid,2024-02-29,TSR,Payment confirmation received
SIMP094,1,Invoice Sent,2023-12-31,SSM,Invoice successfully paid
SIMP095,1,Invoice Sent,2024-01-10,TSR,Invoice successfully paid
SIMP095,2,Invoice Sent,2024-03-04,OMW,Invoice issued to client
SIMP095,2,Invoice Billed,2024-03-12,OMW,Payment confirmation received
SIMP095,2,Invoice Paid,2024-04-11,TSR,Finance approval completed
SIMP095,3,Invoice Sent,2024-06-06,AMF,Invoice verified
SIMP095,3,Invoice Billed,2024-06-15,AMF,Invoice verified
SIMP095,3,Invoice Paid,2024-07-25,MRK,Payment confirmation received
SIMP095,4,Invoice Sent,2024-06-29,AOW,Finance approval completed
SIMP095,4,Invoice Billed,2024-07-09,DGS,Finance approval completed
SIMP095,4,Invoice Paid,2024-08-13,RLM,Invoice issued to client
SIMP096,1,Invoice Sent,2024-01-20,MRK,Payment confirmation received
SIMP096,2,Invoice Sent,2024-03-07,OMW,Payment confirmation received
SIMP096,2,Invoice Billed,2024-03-18,TSR,Invoice issued to client
SIMP096,2,Invoice Paid,2024-04-22,DGS,Invoice issued to client
SIMP096,3,Invoice Sent,2024-06-01,AMF,Finance approval completed
SIMP096,3,Invoice Billed,2024-06-06,OMW,Finance approval completed
SIMP096,3,Invoice Paid,2024-07-14,TSR,Finance approval completed
SIMP096,4,Invoice Sent,2024-07-02,SSM,Invoice issued to client
SIMP096,4,Invoice Billed,2024-07-10,DGS,Invoice successfully paid
SIMP096,4,Invoice Paid,2024-08-03,AOW,Invoice verified
SIMP097,1,Invoice Sent,2024-02-17,TSR,Invoice verified
SIMP097,1,Invoice Billed,2024-02-23,DGS,Invoice issued to client
SIMP097,1,Invoice Paid,2024-03-14,SHS,Payment confirmation received
SIMP098,1,Invoice Sent,2024-02-11,AOW,Invoice issued to client
SIMP098,1,Invoice Billed,2024-02-16,NVN,Invoice successfully paid
SIMP098,1,Invoice Paid,2024-02-24,RLM,Finance approval completed
SIMP098,2,Invoice Sent,2024-05-02,MRK,Finance approval completed
SIMP098,2,Invoice Billed,2024-05-13,TSR,Invoice verified
SIMP098,2,Invoice Paid,2024-06-01,TSR,Payment confirmation received
SIMP098,3,Invoice Sent,2024-07-01,AOW,Finance approval completed
SIMP098,3,Invoice Billed,2024-07-14,OMW,Invoice issued to client
SIMP098,4,Invoice Sent,2024-07-06,AOW,Invoice successfully paid
SIMP098,4,Invoice Billed,2024-07-17,DGS,Payment confirmation received
SIMP098,4,Invoice Paid,2024-08-31,AMF,Payment confirmation received
SIMP099,1,Invoice Sent,2024-02-21,NVN,Finance approval completed
SIMP099,1,Invoice Billed,2024-03-02,AOW,Finance approval completed
SIMP099,1,Invoice Paid,2024-03-28,SHS,Payment confirmation received
SIMP099,2,Invoice Sent,2024-03-07,AMF,Invoice verified
SIMP099,2,Invoice Billed,2024-03-12,AMF,Payment confirmation received
SIMP099,3,Invoice Sent,2024-05-01,DGS,Invoice successfully paid
SIMP099,3,Invoice Billed,2024-05-10,AOW,Payment confirmation received
SIMP099,3,Invoice Paid,2024-06-17,AOW,Invoice verified
SIMP100,1,Invoice Sent,2024-02-13,NVN,Finance approval completed
SIMP100,1,Invoice Billed,2024-02-20,TSR,Payment confirmation received
SIMP100,1,Invoice Paid,2024-03-03,DGS,Invoice successfully paid
SIMP100,2,Invoice Sent,2024-03-04,TSR,Invoice issued to client
SIMP100,2,Invoice Billed,2024-03-17,TSR,Invoice issued to client
SIMP100,2,Invoice Paid,2024-04-10,MRK,Finance approval completed
SIMP100,3,Invoice Sent,2024-05-01,MRK,Payment confirmation received
SIMP100,3,Invoice Billed,2024-05-10,DGS,Invoice issued to client
SIMP100,3,Invoice Paid,2024-06-11,RLM,Invoice verified
SIMP100,4,Invoice Sent,2024-06-03,DGS,Invoice issued to client
SIMP100,4,Invoice Billed,2024-06-10,SSM,Invoice verified
SIMP100,4,Invoice Paid,2024-06-27,TSR,Payment confirmation received
SIMP101,1,Invoice Sent,2024-02-08,MRK,Invoice successfully paid
SIMP101,1,Invoice Billed,2024-02-11,RLM,Invoice verified
SIMP101,1,Invoice Paid,2024-03-02,DGS,Finance approval completed
SIMP101,2,Invoice Sent,2024-03-15,AOW,Invoice issued to client
SIMP101,2,Invoice Billed,2024-03-24,AMF,Payment confirmation received
SIMP101,2,Invoice Paid,2024-05-06,SHS,Invoice issued to client
SIMP101,3,Invoice Sent,2024-05-02,SSM,Invoice verified
SIMP101,3,Invoice Billed,2024-05-12,DGS,Payment confirmation received
SIMP101,3,Invoice Paid,2024-05-23,AMF,Finance approval completed
SIMP101,4,Invoice Sent,2024-05-01,SSM,Invoice issued to client
SIMP101,4,Invoice Billed,2024-05-04,AOW,Invoice successfully paid
SIMP101,4,Invoice Paid,2024-05-12,OMW,Payment confirmation received
SIMP102,1,Invoice Sent,2024-04-30,AOW,Invoice successfully paid
SIMP102,1,Invoice Billed,2024-05-12,RLM,Invoice issued to client
SIMP102,1,Invoice Paid,2024-06-18,OMW,Invoice successfully paid
SIMP102,2,Invoice Sent,2024-03-31,DGS,Invoice issued to client
SIMP102,2,Invoice Billed,2024-04-04,MRK,Invoice successfully paid
SIMP102,2,Invoice Paid,2024-05-16,MRK,Invoice verified
SIMP102,3,Invoice Sent,2024-04-23,SHS,Invoice successfully paid
SIMP102,3,Invoice Billed,2024-05-05,TSR,Payment confirmation received
SIMP102,3,Invoice Paid,2024-06-14,OMW,Finance approval completed
SIMP102,4,Invoice Sent,2024-06-04,DGS,Payment confirmation received
SIMP102,4,Invoice Billed,2024-06-18,OMW,Invoice successfully paid
SIMP102,4,Invoice Paid,2024-07-26,TSR,Payment confirmation received
SIMP102,5,Invoice Sent,2024-06-30,AOW,Finance approval completed
SIMP102,5,Invoice Billed,2024-07-05,NVN,Payment confirmation received
SIMP102,5,Invoice Paid,2024-07-18,SHS,Invoice successfully paid
SIMP103,1,Invoice Sent,2024-03-21,TSR,Invoice successfully paid
SIMP103,1,Invoice Billed,2024-04-04,RLM,Invoice successfully paid
SIMP103,1,Invoice Paid,2024-04-27,MRK,Invoice successfully paid
SIMP103,2,Invoice Sent,2024-08-02,AOW,Invoice successfully paid
SIMP103,2,Invoice Billed,2024-08-11,SHS,Invoice verified
SIMP103,2,Invoice Paid,2024-08-23,AMF,Invoice issued to client
SIMP103,3,Invoice Sent,,MRK,Invoice verified
SIMP103,3,Invoice Billed,,SHS,Invoice verified
SIMP103,3,Invoice Paid,,NVN,Finance approval completed
SIMP104,1,Invoice Sent,2024-03-25,SSM,Finance approval completed
SIMP104,1,Invoice Billed,2024-04-04,NVN,Payment confirmation received
SIMP104,1,Invoice Paid,2024-05-07,AOW,Payment confirmation received
SIMP104,2,Invoice Sent,2024-08-06,SHS,Payment confirmation received
SIMP104,2,Invoice Billed,2024-08-16,AOW,Finance approval completed
SIMP104,2,Invoice Paid,2024-09-06,AOW,Finance approval completed
SIMP104,3,Invoice Sent,,SHS,Finance approval completed
SIMP104,3,Invoice Billed,,AOW,Invoice issued to client
SIMP104,3,Invoice Paid,,DGS,Invoice verified
SIMP105,1,Invoice Sent,2024-03-23,SHS,Invoice successfully paid
SIMP105,1,Invoice Billed,2024-03-29,DGS,Invoice successfully paid
SIMP105,1,Invoice Paid,2024-04-23,DGS,Invoice issued to client
SIMP105,2,Invoice Sent,2024-05-03,SHS,Invoice issued to client
SIMP105,2,Invoice Billed,2024-05-10,RLM,Finance approval completed
SIMP105,2,Invoice Paid,2024-05-19,TSR,Invoice successfully paid
SIMP105,3,Invoice Sent,2024-06-08,AMF,Invoice issued to client
SIMP105,3,Invoice Billed,2024-06-19,OMW,Payment confirmation received
SIMP105,3,Invoice Paid,2024-07-14,SHS,Finance approval completed
SIMP106,1,Invoice Sent,2024-05-16,NVN,Finance approval completed
SIMP106,1,Invoice Billed,2024-05-27,OMW,Payment confirmation received
SIMP106,1,Invoice Paid,2024-06-16,RLM,Payment confirmation received
SIMP106,2,Invoice Sent,2024-08-26,TSR,Invoice issued to client
SIMP106,2,Invoice Billed,2024-09-06,OMW,Invoice successfully paid
SIMP106,2,Invoice Paid,2024-10-17,TSR,Payment confirmation received
SIMP107,1,Invoice Sent,,TSR,Finance approval completed
SIMP107,1,Invoice Billed,,OMW,Invoice successfully paid
SIMP107,1,Invoice Paid,,MRK,Invoice verified
SIMP107,2,Invoice Sent,2024-06-18,AOW,Invoice issued to client
SIMP107,2,Invoice Billed,2024-07-02,RLM,Invoice successfully paid
SIMP107,2,Invoice Paid,2024-07-18,TSR,Finance approval completed
SIMP107,3,Invoice Sent,2024-07-29,RLM,Invoice successfully paid
SIMP107,3,Invoice Billed,2024-08-04,MRK,Invoice verified
SIMP107,3,Invoice Paid,2024-08-17,NVN,Invoice successfully paid
SIMP107,4,Invoice Sent,2024-08-31,NVN,Finance approval completed
SIMP107,4,Invoice Billed,2024-09-14,NVN,Finance approval completed
SIMP107,4,Invoice Paid,2024-10-08,MRK,Finance approval completed
SIMP107A,1,Invoice Sent,,SSM,Invoice issued to client
SIMP107A,1,Invoice Billed,,NVN,Invoice verified
SIMP107A,1,Invoice Paid,,MRK,Finance approval completed
SIMP107A,2,Invoice Sent,2024-06-29,MRK,Payment confirmation received
SIMP107A,2,Invoice Billed,2024-07-05,DGS,Finance approval completed
SIMP107A,2,Invoice Paid,2024-07-27,DGS,Invoice successfully paid
SIMP107A,3,Invoice Sent,2024-07-28,AMF,Invoice verified
SIMP107A,3,Invoice Billed,2024-08-04,AOW,Finance approval completed
SIMP107A,3,Invoice Paid,2024-09-17,DGS,Invoice issued to client
SIMP107A,4,Invoice Sent,2024-09-01,SHS,Invoice successfully paid
SIMP107A,4,Invoice Billed,2024-09-12,MRK,Invoice issued to client
SIMP107A,4,Invoice Paid,2024-10-07,SHS,Finance approval completed
SIMP108,1,Invoice Sent,,DGS,Payment confirmation received
SIMP108,1,Invoice Billed,,OMW,Payment confirmation received
SIMP108,1,Invoice Paid,,NVN,Invoice verified
SIMP108,2,Invoice Sent,2024-06-30,AOW,Invoice successfully paid
SIMP108,2,Invoice Billed,2024-07-06,NVN,Invoice successfully paid
SIMP108,2,Invoice Paid,2024-08-20,SHS,Payment confirmation received
SIMP108,3,Invoice Sent,2024-07-17,MRK,Invoice verified
SIMP108,3,Invoice Billed,2024-07-22,MRK,Invoice verified
SIMP108,3,Invoice Paid,2024-08-02,DGS,Invoice successfully paid
SIMP109,1,Invoice Sent,2024-05-16,AOW,Payment confirmation received
SIMP109,1,Invoice Billed,2024-05-25,DGS,Finance approval completed
SIMP109,1,Invoice Paid,2024-06-13,SHS,Invoice verified
SIMP109,2,Invoice Sent,2024-06-29,NVN,Invoice verified
SIMP109,2,Invoice Billed,2024-07-06,TSR,Payment confirmation received
SIMP109,2,Invoice Paid,2024-07-31,SHS,Invoice issued to client
SIMP109,3,Invoice Sent,2024-10-03,DGS,Invoice issued to client
SIMP109,3,Invoice Billed,2024-10-14,AOW,Finance approval completed
SIMP109,3,Invoice Paid,2024-11-06,SSM,Invoice successfully paid
SIMP109,4,Invoice Sent,2024-11-17,RLM,Invoice verified
SIMP109,4,Invoice Billed,2024-11-20,TSR,Payment confirmation received
SIMP109,4,Invoice Paid,2024-12-03,OMW,Invoice verified
SIMP109,5,Invoice Sent,2024-11-18,OMW,Invoice verified
SIMP110,1,Invoice Sent,2024-08-09,SHS,Finance approval completed
SIMP110,1,Invoice Billed,2024-08-19,NVN,Invoice issued to client
SIMP110,1,Invoice Paid,2024-08-26,SSM,Invoice successfully paid
SIMP110,2,Invoice Sent,2024-09-25,NVN,Finance approval completed
SIMP110,2,Invoice Billed,2024-10-03,AOW,Finance approval completed
SIMP110,2,Invoice Paid,2024-11-11,SHS,Finance approval completed
SIMP110,3,Invoice Sent,2024-09-27,SHS,Invoice issued to client
SIMP110,3,Invoice Billed,2024-10-10,NVN,Finance approval completed
SIMP110,3,Invoice Paid,2024-10-17,NVN,Invoice issued to client
SIMP110,4,Invoice Sent,2025-12-29,OMW,Invoice issued to client
SIMP110,4,Invoice Billed,2026-01-10,TSR,Payment confirmation received
SIMP111,1,Invoice Sent,2024-08-20,AOW,Finance approval completed
SIMP111,1,Invoice Billed,2024-08-26,SHS,Payment confirmation received
SIMP111,1,Invoice Paid,2024-09-14,MRK,Invoice verified
SIMP111,2,Invoice Sent,2024-08-22,RLM,Payment confirmation received
SIMP111,2,Invoice Billed,2024-09-05,AMF,Payment confirmation received
SIMP111,2,Invoice Paid,2024-10-16,RLM,Payment confirmation received
SIMP111,3,Invoice Sent,2024-08-18,AOW,Payment confirmation received
SIMP111,3,Invoice Billed,2024-08-31,MRK,Invoice verified
SIMP111,3,Invoice Paid,2024-09-19,NVN,Finance approval completed
SIMP111,4,Invoice Sent,2025-04-27,OMW,Finance approval completed
SIMP111,4,Invoice Billed,2025-05-04,DGS,Payment confirmation received
SIMP111,5,Invoice Sent,2025-08-11,DGS,Finance approval completed
SIMP111,5,Invoice Billed,2025-08-15,NVN,Payment confirmation received
SIMP111,5,Invoice Paid,2025-09-15,TSR,Invoice successfully paid
SIMP111,6,Invoice Sent,2025-08-07,DGS,Finance approval completed
SIMP111,6,Invoice Billed,2025-08-14,AOW,Payment confirmation received
SIMP111,6,Invoice Paid,2025-08-22,SHS,Invoice successfully paid
SIMP112,1,Invoice Sent,2024-07-14,MRK,Invoice verified
SIMP112,1,Invoice Billed,2024-07-24,AMF,Invoice verified
SIMP112,1,Invoice Paid,2024-09-06,DGS,Invoice successfully paid
SIMP112,2,Invoice Sent,2024-07-31,AOW,Invoice verified
SIMP112,2,Invoice Billed,2024-08-08,TSR,Payment confirmation received
SIMP112,2,Invoice Paid,2024-09-03,OMW,Finance approval completed
SIMP112,3,Invoice Sent,2024-08-22,RLM,Invoice verified
SIMP112,3,Invoice Billed,2024-09-03,SHS,Invoice issued to client
SIMP112,3,Invoice Paid,2024-09-19,SHS,Invoice verified
SIMP112,4,Invoice Sent,2024-09-04,DGS,Invoice verified
SIMP112,4,Invoice Billed,2024-09-16,DGS,Finance approval completed
SIMP112,4,Invoice Paid,2024-10-25,SSM,Invoice successfully paid
SIMP113,1,Invoice Sent,2024-08-17,AOW,Invoice successfully paid
SIMP113,1,Invoice Billed,2024-08-30,TSR,Invoice verified
SIMP113,1,Invoice Paid,2024-10-10,SHS,Finance approval completed
SIMP113,2,Invoice Sent,2024-08-21,SHS,Invoice successfully paid
SIMP113,2,Invoice Billed,2024-08-31,RLM,Finance approval completed
SIMP113,3,Invoice Sent,2024-08-19,MRK,Invoice verified
SIMP113,3,Invoice Billed,2024-08-28,AOW,Invoice successfully paid
SIMP114,1,Invoice Sent,2024-08-05,AMF,Invoice verified
SIMP114,1,Invoice Billed,2024-08-09,RLM,Invoice successfully paid
SIMP114,1,Invoice Paid,2024-08-23,RLM,Finance approval completed
SIMP114,2,Invoice Sent,2024-09-02,MRK,Invoice verified
SIMP114,2,Invoice Billed,2024-09-09,SSM,Payment confirmation received
SIMP114,2,Invoice Paid,2024-09-22,MRK,Finance approval completed
SIMP114,3,Invoice Sent,2024-11-15,AOW,Invoice successfully paid
SIMP114,3,Invoice Billed,2024-11-19,AOW,Payment confirmation received
SIMP114,3,Invoice Paid,2024-11-26,AMF,Invoice verified
SIMP114,4,Invoice Sent,2024-11-17,MRK,Finance approval completed
SIMP114,4,Invoice Billed,2024-11-21,SSM,Invoice verified
SIMP114,4,Invoice Paid,2025-01-01,DGS,Finance approval completed
SIMP114,5,Invoice Sent,2024-11-18,AOW,Invoice verified
SIMP115,1,Invoice Sent,2024-10-01,AMF,Invoice issued to client
SIMP115,1,Invoice Billed,2024-10-09,RLM,Invoice issued to client
SIMP115,2,Invoice Sent,2024-10-05,RLM,Finance approval completed
SIMP115,2,Invoice Billed,2024-10-10,MRK,Payment confirmation received
SIMP116,1,Invoice Sent,2024-09-20,AOW,Payment confirmation received
SIMP116,2,Invoice Sent,2024-10-23,OMW,Payment confirmation received
SIMP116,2,Invoice Billed,2024-11-03,OMW,Payment confirmation received
SIMP116,2,Invoice Paid,2024-12-09,TSR,Invoice verified
SIMP116,3,Invoice Sent,2024-12-21,SSM,Invoice issued to client
SIMP116,3,Invoice Billed,2024-12-26,NVN,Invoice issued to client
SIMP116,3,Invoice Paid,2025-02-03,DGS,Invoice issued to client
SIMP116,4,Invoice Sent,2025-02-05,DGS,Invoice issued to client
SIMP117,1,Invoice Sent,2024-09-20,NVN,Finance approval completed
SIMP117,1,Invoice Billed,2024-09-26,RLM,Payment confirmation received
SIMP117,2,Invoice Sent,2024-10-31,NVN,Invoice issued to client
SIMP117,2,Invoice Billed,2024-11-13,SHS,Invoice verified
SIMP117,2,Invoice Paid,2024-12-13,DGS,Invoice successfully paid
SIMP117,3,Invoice Sent,2025-01-26,NVN,Invoice successfully paid
SIMP117,3,Invoice Billed,2025-02-05,DGS,Invoice verified
SIMP117,3,Invoice Paid,2025-03-07,RLM,Invoice issued to client
SIMP117,4,Invoice Sent,2025-03-04,RLM,Finance approval completed
SIMP117,4,Invoice Billed,2025-03-15,NVN,Invoice successfully paid
SIMP117,4,Invoice Paid,2025-04-01,RLM,Invoice verified
SIMP117A,1,Invoice Sent,2025-03-02,SSM,Payment confirmation received
SIMP117A,1,Invoice Billed,2025-03-07,NVN,Finance approval completed
SIMP117A,1,Invoice Paid,2025-04-01,NVN,Finance approval completed
SIMP118,1,Invoice Sent,2024-09-17,NVN,Invoice successfully paid
SIMP118,1,Invoice Billed,2024-09-22,DGS,Invoice issued to client
SIMP118,1,Invoice Paid,2024-10-31,SSM,Invoice verified
SIMP118,2,Invoice Sent,2024-11-01,RLM,Invoice issued to client
SIMP118,2,Invoice Billed,2024-11-12,RLM,Payment confirmation received
SIMP118,2,Invoice Paid,2024-12-04,NVN,Invoice verified
SIMP118,3,Invoice Sent,2025-01-21,TSR,Payment confirmation received
SIMP118,3,Invoice Billed,2025-01-26,OMW,Invoice issued to client
SIMP118,3,Invoice Paid,2025-02-06,SSM,Invoice issued to client
SIMP118,4,Invoice Sent,2025-03-04,NVN,Invoice successfully paid
SIMP118,4,Invoice Billed,2025-03-14,SHS,Invoice verified
SIMP118,4,Invoice Paid,2025-04-13,MRK,Payment confirmation received
SIMP119,1,Invoice Sent,2024-12-10,SHS,Invoice verified
SIMP119,1,Invoice Billed,2024-12-18,SHS,Payment confirmation received
SIMP119,1,Invoice Paid,2025-01-29,SHS,Invoice verified
SIMP119,2,Invoice Sent,2024-12-20,AOW,Payment confirmation received
SIMP119,2,Invoice Billed,2025-01-02,TSR,Invoice verified
SIMP119,2,Invoice Paid,2025-01-24,AMF,Payment confirmation received
SIMP119,3,Invoice Sent,2024-12-29,TSR,Invoice verified
SIMP119,3,Invoice Billed,2025-01-09,SSM,Invoice issued to client
SIMP119,3,Invoice Paid,2025-02-06,AMF,Invoice successfully paid
SIMP120,1,Invoice Sent,2024-12-03,NVN,Invoice verified
SIMP121,1,Invoice Sent,2024-12-03,AMF,Finance approval completed
SIMP121,1,Invoice Billed,2024-12-14,NVN,Invoice verified
SIMP121,1,Invoice Paid,2025-01-22,SSM,Payment confirmation received
SIMP122,1,Invoice Sent,2024-12-05,MRK,Payment confirmation received
SIMP122,1,Invoice Billed,2024-12-12,SHS,Invoice issued to client
SIMP122,1,Invoice Paid,2025-01-06,MRK,Invoice issued to client
SIMP123,1,Invoice Sent,2024-11-06,NVN,Finance approval completed
SIMP123,2,Invoice Sent,2024-12-02,DGS,Finance approval completed
SIMP123,2,Invoice Billed,2024-12-08,NVN,Invoice issued to client
SIMP123,2,Invoice Paid,2025-01-21,RLM,Invoice successfully paid
SIMP123,3,Invoice Sent,2025-01-21,RLM,Payment confirmation received
SIMP123,3,Invoice Billed,2025-01-24,TSR,Finance approval completed
SIMP123,3,Invoice Paid,2025-02-27,AOW,Invoice successfully paid
SIMP123,4,Invoice Sent,2025-02-22,SSM,Invoice issued to client
SIMP123,4,Invoice Billed,2025-03-07,NVN,Invoice verified
SIMP123,4,Invoice Paid,2025-04-09,MRK,Invoice issued to client
SIMP124,1,Invoice Sent,2024-07-20,NVN,Invoice successfully paid
SIMP124,1,Invoice Billed,2024-07-27,TSR,Invoice verified
SIMP124A,1,Invoice Sent,2024-12-20,DGS,Invoice issued to client
SIMP124A,1,Invoice Billed,2024-12-31,MRK,Invoice issued to client
SIMP124A,1,Invoice Paid,2025-01-08,AMF,Invoice verified
SIMP125,1,Invoice Sent,2025-01-27,NVN,Invoice verified
SIMP125,1,Invoice Billed,2025-02-05,RLM,Invoice successfully paid
SIMP125,1,Invoice Paid,2025-02-19,NVN,Invoice verified
SIMP125A,1,Invoice Sent,2025-08-06,OMW,Invoice successfully paid
SIMP125A,1,Invoice Billed,2025-08-09,AMF,Finance approval completed
SIMP125A,1,Invoice Paid,2025-09-15,MRK,Invoice verified
SIMP126,1,Invoice Sent,2025-06-16,SHS,Payment confirmation received
SIMP126,1,Invoice Billed,2025-06-19,AMF,Invoice issued to client
SIMP126,1,Invoice Paid,2025-06-26,SHS,Invoice issued to client
SIMP126,2,Invoice Sent,2025-05-03,TSR,Payment confirmation received
SIMP126,2,Invoice Billed,2025-05-11,MRK,Invoice issued to client
SIMP126,2,Invoice Paid,2025-05-29,AMF,Invoice successfully paid
SIMP126,3,Invoice Sent,2025-06-17,MRK,Invoice successfully paid
SIMP126,3,Invoice Billed,2025-06-20,SSM,Finance approval completed
SIMP126,3,Invoice Paid,2025-07-09,AMF,Finance approval completed
SIMP126,4,Invoice Sent,2025-05-07,OMW,Invoice successfully paid
SIMP126,4,Invoice Billed,2025-05-17,OMW,Invoice verified
SIMP127,1,Invoice Sent,2025-06-16,MRK,Invoice successfully paid
SIMP127,2,Invoice Sent,2025-05-03,DGS,Invoice verified
SIMP127,2,Invoice Billed,2025-05-17,MRK,Invoice issued to client
SIMP127,2,Invoice Paid,2025-06-09,MRK,Invoice successfully paid
SIMP127,3,Invoice Sent,2025-06-21,MRK,Invoice verified
SIMP127,3,Invoice Billed,2025-07-02,RLM,Invoice verified
SIMP127,4,Invoice Sent,2025-05-04,NVN,Finance approval completed
SIMP127,4,Invoice Billed,2025-05-12,DGS,Payment confirmation received
SIMP127,4,Invoice Paid,2025-06-01,RLM,Payment confirmation received
SIMP127A,1,Invoice Sent,2025-04-18,AMF,Finance approval completed
SIMP127A,1,Invoice Billed,2025-04-21,SHS,Finance approval completed
SIMP127A,1,Invoice Paid,2025-05-23,AMF,Invoice successfully paid
SIMP127A,2,Invoice Sent,2025-04-15,TSR,Finance approval completed
SIMP127A,2,Invoice Billed,2025-04-19,RLM,Invoice successfully paid
SIMP127A,2,Invoice Paid,2025-06-02,SHS,Invoice successfully paid
SIMP127A,3,Invoice Sent,2025-04-16,MRK,Invoice verified
SIMP127A,4,Invoice Sent,2025-04-13,RLM,Invoice successfully paid
SIMP127A,4,Invoice Billed,2025-04-26,RLM,Invoice successfully paid
SIMP127A,4,Invoice Paid,2025-05-03,SSM,Finance approval completed
SIMP128,1,Invoice Sent,2025-06-15,NVN,Payment confirmation received
SIMP128,1,Invoice Billed,2025-06-26,AOW,Invoice successfully paid
SIMP128,1,Invoice Paid,2025-07-06,DGS,Invoice verified
SIMP128,2,Invoice Sent,2025-05-01,SSM,Payment confirmation received
SIMP128,2,Invoice Billed,2025-05-08,SHS,Invoice successfully paid
