Job Code,Term,Baseline Date
ITAU690,4,2024-12-31
ITAU690,5,2024-12-31
ITAU690,6,2024-12-31
ITAU690,7,2024-12-31
ITAU690,8,2024-12-31
ITAU690,9,2024-12-31
ITAU691,1,2023-02-02
ITAU691,2,2023-05-27
ITAU691,3,2023-04-27
ITAU692,1,2023-04-16
ITAU693,1,2023-06-16
ITAU693,2,2023-06-16
ITAU694,1,2023-07-07
ITAU694,2,2023-07-31
ITAU694,3,2023-07-31
ITAU694,4,2023-09-15
ITAU694,5,2023-09-26
ITAU695,1,2023-05-23
ITAU695,2,2023-07-08
ITAU696,1,2023-05-13
ITAU696,2,2023-04-11
ITAU696,3,2023-06-23
ITAU697,1,2023-05-14
ITAU697,2,2023-05-14
ITAU697,3,2023-05-14
ITAU698,1,2023-05-31
ITAU698,2,2023-05-31
ITAU698,3,2023-05-31
ITAU699,1,2023-04-28
ITAU699,2,2023-08-10
ITAU699,3,2023-08-06
ITAU700,1,2023-05-03
ITAU700,2,2023-04-22
ITAU700,3,2023-07-30
ITAU701,1,2023-03-31
ITAU702,1,2023-03-03
ITAU703,1,2023-09-30
ITAU703,2,2023-09-30
ITAU703,3,2023-09-30
ITAU703,4,2023-09-30
ITAU703,5,2023-09-30
ITAU703,6,2023-09-30
ITAU704,1,2023-06-30
ITAU704,2,2023-06-30
ITAU704,3,2023-06-30
ITAU705,1,2023-11-30
ITAU705,2,2023-11-30
ITAU705,3,2023-11-30
ITAU705,4,2023-11-30
ITAU705,5,2023-11-30
ITAU705,6,2023-11-30
ITAU705,7,2023-11-30
ITAU705,8,2023-11-30
ITAU706,1,2025-12-31
ITAU706,2,2025-12-31
ITAU706,3,2025-12-31
ITAU706,4,2025-12-31
ITAU706,5,2025-12-31
ITAU706,6,2025-12-31
ITAU706,7,2025-12-31
ITAU706,8,2025-12-31
ITAU706,9,2024-08-30
ITAU706,10,2024-08-30
ITAU707,1,2023-03-25
ITAU708,1,2023-05-17
ITAU708,2,2023-07-14
ITAU708,3,2023-06-09
ITAU709,1,2023-06-16
ITAU710,1,2023-08-31
ITAU710,2,2023-08-31
ITAU710,3,2023-08-31
ITAU710,4,2023-08-31
ITAU710,5,2023-08-31
ITAU711,1,2023-12-31
ITAU711,2,2023-12-31
ITAU712,1,2023-08-11
ITAU712,2,2023-06-23
ITAU712,3,2023-07-14
ITAU713,1,2023-06-02
ITAU713,2,2023-06-02
ITAU714,1,2023-10-31
ITAU714,2,2023-10-31
ITAU714,3,2023-10-31
ITAU715,1,2023-07-30
ITAU715,2,2023-07-30
ITAU715,3,2023-07-30
ITAU715,4,2023-07-30
ITAU716,1,2023-08-21
ITAU716,2,2023-08-21
ITAU716,3,2023-08-21
ITAU716,4,2023-08-21
ITAU716,5,2023-08-21
ITAU717,1,2024-10-10
ITAU717,2,2024-10-10
ITAU717A,1,2023-07-03
ITAU717A,2,2023-07-10
ITAU717A,3,2023-07-18
ITAU717B,1,2023-12-03
ITAU717B,2,2023-09-19
ITAU717C,1,2023-10-13
ITAU717C,2,2023-12-01
ITAU717C,3,2023-12-01
ITAU717D,1,2023-10-26
ITAU717D,2,2023-11-20
ITAU717D,3,2023-12-01
ITAU717E,1,2023-11-03
ITAU717E,2,2023-11-06
ITAU717E,3,2023-11-17
ITAU717F,1,2023-12-25
ITAU717F,2,2024-01-22
ITAU717G,1,2024-09-06
ITAU717G,2,2024-09-09
ITAU718,1,2023-06-26
ITAU719,1,2023-06-24
ITAU720,1,2023-08-02
ITAU721,1,2023-06-15
ITAU721,2,2023-06-15
ITAU722,1,2023-06-15
ITAU722,2,2023-07-15
ITAU723,1,2023-09-30
ITAU723A,1,2024-05-01
ITAU723B,1,2024-03-28
ITAU723C,1,2025-01-28
ITAU723D,1,2025-02-20
ITAU723E,1,2025-10-31
ITAU724,1,2023-06-02
ITAU724,2,2023-08-30
ITAU724,3,2023-08-30
ITAU724,4,2023-08-31
ITAU724,5,2023-09-15
ITAU724,6,2023-08-30
ITAU724,7,2024-05-30
ITAU725,1,2023-06-15
ITAU725,2,2023-07-21
ITAU725,3,2023-07-24
ITAU725,4,2023-07-21
ITAU725,5,2023-07-24
ITAU726,1,2023-05-03
ITAU727,1,2023-07-31
ITAU727,2,2023-12-15
ITAU728,1,2023-07-07
ITAU728,2,2023-07-28
ITAU728,3,2023-08-18
ITAU729,1,2023-08-31
ITAU729,2,2023-07-21
ITAU729,3,2023-08-11
ITAU730,1,2023-06-26
ITAU730,2,2023-07-28
ITAU730,3,2023-08-11
ITAU730,4,2023-07-28
ITAU730,5,2023-08-11
ITAU731,1,2024-02-29
ITAU731,2,2023-11-17
ITAU731,3,2023-12-29
ITAU732,1,2023-07-06
ITAU732,2,2023-07-20
ITAU732,3,2023-07-27
ITAU732,4,2023-07-21
ITAU733,1,2023-10-23
ITAU733,2,2023-07-21
ITAU733,3,2023-08-11
ITAU734,1,2023-07-03
ITAU734,2,2023-07-06
ITAU734,3,2023-07-14
ITAU735,1,2023-08-03
ITAU735,2,2023-08-08
ITAU735,3,2023-08-25
ITAU736,1,2023-08-31
ITAU737,1,2023-08-22
ITAU737,2,2023-08-22
ITAU737,3,2023-09-30
ITAU737,4,2023-09-30
ITAU737,5,2023-09-30
ITAU737,6,2023-09-30
ITAU737,7,2023-10-24
ITAU737,8,2023-10-24
ITAU737,9,2023-10-31
ITAU737,10,2023-10-31
ITAU738,1,2023-08-25
ITAU739,1,2023-08-28
ITAU739,2,2023-11-28
ITAU739,3,2023-09-21
ITAU739,4,2023-12-21
ITAU739,5,2023-09-04
ITAU739,6,2024-02-09
ITAU740,1,2023-08-04
ITAU740,2,2023-08-04
ITAU740,3,2023-08-14
ITAU740A,1,2023-09-19
ITAU740A,2,2023-10-06
ITAU740A,3,2023-10-13
ITAU741,1,2023-08-04
ITAU741,2,2023-09-08
ITAU741,3,2023-09-28
ITAU742,1,2023-08-01
ITAU742,2,2023-08-11
ITAU742,3,2023-08-25
ITAU743,1,2023-08-03
ITAU743,2,2023-09-20
ITAU743,3,2023-09-26
ITAU744,1,2023-09-30
ITAU744,2,2023-11-30
ITAU745,1,2023-09-18
ITAU745,2,2024-04-30
ITAU745,3,
ITAU745,4,
ITAU745,5,
ITAU746,1,2023-10-16
ITAU746,2,2023-09-20
ITAU746,3,2023-06-08
ITAU747,1,2023-09-29
ITAU748,1,2023-11-30
ITAU748,2,2023-11-30
ITAU748,3,2023-11-30
ITAU749,1,2023-10-06
ITAU749,2,2023-10-15
ITAU749,3,2023-11-15
ITAU749,4,2023-12-20
ITAU749,5,2024-02-18
ITAU750,1,2023-11-24
ITAU750,2,2023-11-24
ITAU750,3,2023-11-24
ITAU750,4,2023-11-24
ITAU750,5,2023-11-24
ITAU750,6,2024-01-10
ITAU751,1,2023-09-18
ITAU751,2,2023-10-20
ITAU751,3,2023-11-27
ITAU752,1,2023-09-08
ITAU752,2,2023-09-15
ITAU752,3,2023-10-24
ITAU752,4,2023-09-15
ITAU752,5,2023-10-24
ITAU753,1,2023-09-27
ITAU753,2,2023-10-05
ITAU753,3,2023-10-11
ITAU753,4,2023-10-11
ITAU753,5,2023-11-16
ITAU754,1,2023-09-08
ITAU754,2,2023-09-20
ITAU754,3,2023-10-04
ITAU755,1,2023-10-06
ITAU755,2,2023-12-15
ITAU755,3,2023-11-17
ITAU756,1,2023-11-22
ITAU756,2,2023-12-01
ITAU756,3,2023-12-15
ITAU756,4,2023-11-24
ITAU756,5,2023-12-22
ITAU757,1,2023-10-15
ITAU757,2,2023-11-14
ITAU757,3,2023-11-20
ITAU758,1,2024-02-12
ITAU758,2,2023-10-09
ITAU758,3,2023-12-11
ITAU759,1,2023-11-23
ITAU760,1,2024-01-01
ITAU760,2,2023-11-24
ITAU760,3,2023-12-20
ITAU761,1,2024-03-18
ITAU761,2,2023-12-29
ITAU761,3,2023-12-29
ITAU762,1,2023-11-17
ITAU762,2,2023-12-01
ITAU762,3,2024-10-31
ITAU762,4,2024-11-29
ITAU763,1,2023-11-10
ITAU763,2,2023-12-12
ITAU763,3,2023-12-12
ITAU763,4,2023-12-22
ITAU764,1,2023-10-02
ITAU764,2,2023-10-11
ITAU764,3,2023-10-12
ITAU764,4,2023-10-10
ITAU764,5,2023-10-10
ITAU765,1,2023-10-31
ITAU766,1,2023-10-31
ITAU767,1,2024-01-31
ITAU767,2,2023-12-28
ITAU767,3,2024-01-03
ITAU768,1,2023-12-22
ITAU768,2,2023-12-31
ITAU768,3,2024-01-10
ITAU768,4,2024-01-24
ITAU769,1,2023-11-15
ITAU769,2,2023-11-20
ITAU770,1,2023-11-21
ITAU770,2,2023-12-21
ITAU770,3,2023-12-21
ITAU771,1,2023-10-16
ITAU771,2,2023-12-11
ITAU772,1,2024-02-01
ITAU772,2,2023-11-20
ITAU772,3,2023-11-10
ITAU773,1,2023-11-03
ITAU773,2,2023-11-17
ITAU773,3,2023-11-30
ITAU774,1,2023-11-15
ITAU775,1,2023-11-03
ITAU775,2,2023-11-17
ITAU775,3,2023-11-30
ITAU776,1,2023-11-13
ITAU776,2,2023-11-20
ITAU776,3,2023-12-20
ITAU777,1,2023-12-04
ITAU778,1,2024-01-31
ITAU778,2,2023-12-15
ITAU778,3,2023-12-15
ITAU779,1,2023-11-10
ITAU779,2,2023-11-24
ITAU779,3,2023-11-24
ITAU780,1,2023-11-20
ITAU780,2,2023-11-20
ITAU780,3,2023-12-22
ITAU781,1,2023-11-24
ITAU781,2,2023-11-24
ITAU782,1,2023-12-08
ITAU782,2,2023-12-22
ITAU782,3,2023-12-27
ITAU783,1,2023-10-25
ITAU783,2,2023-11-10
ITAU783,3,2023-12-15
ITAU784,1,2023-11-28
ITAU784,2,2023-12-08
ITAU785,1,2023-11-08
ITAU786,1,2023-12-06
ITAU786,2,2023-12-27
ITAU787,1,2023-12-15
ITAU787,2,2023-12-28
ITAU788,1,2023-11-06
ITAU788,2,2023-12-26
ITAU788,3,2023-11-27
ITAU789,1,2023-12-20
ITAU789,2,2023-12-20
ITAU790,1,2023-11-20
ITAU790,2,2023-12-15
ITAU790,3,2023-12-20
ITAU791,1,2024-01-04
ITAU791,2,2023-12-30
ITAU791,3,2023-01-26
ITAU791,4,2023-12-25
ITAU791,5,2023-12-29
ITAU792,1,2023-12-22
ITAU792,2,2023-12-22
ITAU792,3,2023-12-22
ITAU792,4,2024-10-04
ITAU792,5,2024-10-04
ITAU793,1,2024-02-24
ITAU793,2,2024-03-18
ITAU793,3,2023-12-29
ITAU793,4,2024-01-14
ITAU793,5,2024-01-14
ITAU794,1,2024-02-27
ITAU794,2,2024-02-02
ITAU794,3,2024-02-09
ITAU795,1,2024-01-23
ITAU795,2,2024-04-03
ITAU795,3,2024-04-10
ITAU796,1,2024-04-04
ITAU796,2,2024-01-19
ITAU796,3,2024-02-07
ITAU796,4,2024-05-04
ITAU796,5,2024-05-24
ITAU797,1,2024-02-21
ITAU797,2,2024-01-03
ITAU797,3,2024-03-21
ITAU798,1,2023-12-26
ITAU798,2,2023-12-29
ITAU798,3,2023-12-29
ITAU799,1,2023-12-22
ITAU799,2,2023-12-29
ITAU799,3,2023-12-29
ITAU800,1,2023-12-15
ITAU800,2,2023-12-27
ITAU800,3,2023-12-27
ITAU800,4,2023-12-15
ITAU800,5,2023-12-27
ITAU801,1,2024-04-06
ITAU802,1,2023-12-19
ITAU802,2,2023-12-22
ITAU802,3,2023-12-29
ITAU803,1,2024-05-18
ITAU803,2,2024-04-17
ITAU803,3,2024-01-09
ITAU804,1,2023-12-19
ITAU805,1,2024-02-04
ITAU805,2,2023-12-26
ITAU805,3,2024-01-12
ITAU806,1,2023-12-29
ITAU806,2,2024-01-08
ITAU806,3,2024-01-20
ITAU807,1,2024-02-08
ITAU807,2,2024-02-16
ITAU807,3,2024-03-25
ITAU808,1,2024-03-26
ITAU808,2,2024-03-22
ITAU808,3,2024-03-22
ITAU809,1,2024-02-09
ITAU809,2,2024-02-29
ITAU809,3,2024-03-15
ITAU809A,1,2024-06-06
ITAU809A,2,2024-02-29
ITAU809A,3,2024-03-15
ITAU810,1,2024-02-05
ITAU810,2,2024-02-13
ITAU810,3,2024-02-13
ITAU811,1,2024-02-16
ITAU811,2,2024-03-01
ITAU811,3,2024-04-01
ITAU811,4,2024-03-15
ITAU811,5,2024-04-01
ITAU812,1,2024-03-13
ITAU812,2,2024-04-19
ITAU812,3,2024-05-31
ITAU812,4,2024-03-21
ITAU812,5,2024-03-29
ITAU812,6,2024-05-31
ITAU813,1,2024-05-06
ITAU813,2,2024-05-22
ITAU814,1,2024-03-20
ITAU815,1,2024-03-01
ITAU815,2,2024-03-10
ITAU815,3,2024-03-20
ITAU816,1,2024-03-04
ITAU816,2,2024-03-10
ITAU816,3,2024-03-20
ITAU817,1,2024-03-08
ITAU817,2,2024-03-31
ITAU817,3,2024-04-30
ITAU817,4,2024-03-31
ITAU817,5,2024-04-30
ITAU818,1,2024-03-05
ITAU818,2,2024-04-05
ITAU819,1,2024-03-14
ITAU819,2,2024-03-25
ITAU819,3,2024-04-08
ITAU820,1,2024-04-30
ITAU820,2,2024-05-31
ITAU820,3,2024-04-30
ITAU820,4,2024-05-31
ITAU821,1,2024-04-12
ITAU822,1,2024-04-15
ITAU823,1,2024-04-05
ITAU824,1,
ITAU825,1,2024-07-10
ITAU825,2,2024-04-05
ITAU825,3,2024-04-12
ITAU826,1,2024-04-05
ITAU826,2,2024-06-18
ITAU826,3,2024-07-05
ITAU827,1,2024-04-25
ITAU827,2,2024-06-14
ITAU827,3,2024-06-25
ITAU827,4,2024-05-03
ITAU827,5,2024-05-03
ITAU828,1,2024-04-19
ITAU828,2,2024-04-19
ITAU828,3,2024-04-30
ITAU829,1,2024-07-13
ITAU829,2,2024-05-03
ITAU829,3,2024-05-13
ITAU830,1,2024-05-03
ITAU830,2,2024-05-10
ITAU830,3,2024-05-07
ITAU830,4,2024-05-07
ITAU831,1,2024-06-10
ITAU831,2,2024-08-15
ITAU831,3,2024-08-12
ITAU832,1,2024-07-01
ITAU832,2,2024-07-01
ITAU832,3,2024-07-01
ITAU833,1,2024-10-29
ITAU833,2,2024-06-20
ITAU833,3,2024-06-20
ITAU833,4,2024-09-13
ITAU833,5,2024-09-20
ITAU833,6,2024-09-27
ITAU834,1,2024-04-30
ITAU834,2,2024-04-30
ITAU834,3,2024-04-30
ITAU835,1,2024-05-17
ITAU835,2,2024-07-05
ITAU835,3,2024-06-25
ITAU835,4,2024-07-15
ITAU835,5,2024-10-01
ITAU835,6,2024-10-01
ITAU835,7,2024-10-01
ITAU836,1,2024-05-17
ITAU836,2,2024-06-28
ITAU836,3,2024-11-10
ITAU836,4,2024-07-12
ITAU836,5,2024-08-16
ITAU836,6,2024-08-30
ITAU836,7,2024-06-17
ITAU836,8,2024-06-05
ITAU836,9,2024-07-12
ITAU837,1,2024-05-21
ITAU837,2,2024-05-27
ITAU837,3,2024-06-10
ITAU837,4,2024-06-26
ITAU837,5,2024-06-02
ITAU838,1,2024-05-31
ITAU838,2,2024-06-08
ITAU838,3,2024-08-15
ITAU839,1,2024-05-31
ITAU839,2,2024-06-08
ITAU839,3,2024-08-15
ITAU840,1,2024-06-03
ITAU840,2,2024-06-10
ITAU840,3,2024-06-14
ITAU841,1,2024-11-15
ITAU841,2,2024-11-30
ITAU842,1,2024-07-03
ITAU842,2,2024-05-17
ITAU842,3,2024-07-16
ITAU842,4,2024-09-03
ITAU843,1,2024-07-20
ITAU843,2,2024-07-12
ITAU843,3,2024-08-04
ITAU844,1,2024-05-28
ITAU844,2,2025-03-28
ITAU844,3,2025-12-26
ITAU844,4,2025-12-26
ITAU844,5,2025-12-26
ITAU845,1,2024-07-31
ITAU845,2,2024-07-03
ITAU845,3,2024-07-28
ITAU846,1,2024-06-10
ITAU846,2,2024-07-15
ITAU846,3,2024-08-05
ITAU847,1,2025-06-10
ITAU847A,1,2024-07-12
ITAU847B,1,2024-08-09
ITAU847C,1,2024-08-23
ITAU847D,1,2024-11-15
ITAU847E,1,2024-11-15
ITAU847F,1,2024-11-18
ITAU847G,1,2024-12-13
ITAU847H,1,2024-12-06
ITAU847I,1,2025-03-26
ITAU847J,1,2025-05-29
ITAU847K,1,2025-06-05
ITAU847L,1,2025-08-18
ITAU847M,1,2025-10-03
ITAU847N,1,2025-11-03
ITAU847O,1,2025-09-10
ITAU847P,1,2025-11-24
ITAU847Q,1,2026-01-15
ITAU847R,1,2026-03-21
ITAU847S,1,2026-02-26
ITAU847T,1,2025-12-26
ITAU847U,1,2026-02-17
ITAU848,1,2024-07-05
ITAU848,2,2024-07-19
ITAU848,3,2024-07-19
ITAU848,4,2024-07-19
ITAU848,5,2024-07-19
ITAU849,1,2024-09-07
ITAU849,2,2024-07-15
ITAU849,3,2024-08-12
ITAU850,1,2024-07-08
ITAU850,2,2024-08-09
ITAU850,3,2024-08-16
ITAU851,1,2024-11-14
ITAU851,2,2024-07-14
ITAU851,3,2024-07-26
ITAU852,1,2024-07-26
ITAU852,2,2024-08-16
ITAU853,1,2024-07-04
ITAU853,2,2024-08-19
ITAU853,3,2024-08-26
ITAU854,1,2024-08-30
ITAU854,2,2024-08-30
ITAU854,3,2024-10-31
ITAU854,4,2024-08-30
ITAU854,5,2024-12-02
ITAU854,6,
ITAU854,7,2024-11-20
ITAU855,1,2024-07-31
ITAU855,2,2024-09-05
ITAU855,3,2024-09-27
ITAU855,4,2024-09-19
ITAU855,5,2024-10-03
ITAU856,1,2024-07-05
ITAU856,2,2024-07-26
ITAU856,3,2024-08-30
ITAU856A,1,2024-10-30
ITAU856B,1,2025-07-24
ITAU857,1,2024-07-23
ITAU857,2,2024-07-29
ITAU857,3,2024-07-29
ITAU858,1,2024-11-27
ITAU858,2,2024-08-07
ITAU858,3,2024-08-28
ITAU859,1,2024-09-22
ITAU859,2,2024-08-10
ITAU859,3,2024-08-10
ITAU859,4,2024-08-10
ITAU859,5,2024-08-10
ITAU860,1,2024-07-31
ITAU860,2,2024-08-16
ITAU860,3,2024-08-26
ITAU861,1,2024-08-20
ITAU861,2,2024-08-31
ITAU861,3,2024-09-30
ITAU861,4,2024-08-21
ITAU861,5,2024-10-01
ITAU862,1,2024-07-26
ITAU862,2,2024-08-09
ITAU862,3,2024-08-09
ITAU863,1,2024-07-19
ITAU863,2,2024-08-15
ITAU863,3,2024-08-15
ITAU864,1,2024-08-23
ITAU864,2,2024-08-23
ITAU864,3,2024-08-23
ITAU865,1,2024-08-01
ITAU865,2,2024-08-13
ITAU865,3,2024-08-13
ITAU865,4,2024-08-13
ITAU865,5,2024-08-13
ITAU865A,1,2025-06-02
ITAU865A,2,2025-06-20
ITAU865A,3,2025-06-30
ITAU865A,4,2025-06-30
ITAU865A,5,2025-06-30
ITAU865B,1,2025-04-18
ITAU865B,2,2025-04-21
ITAU865B,3,2025-05-10
ITAU865B,4,2025-05-20
ITAU865B,5,2025-05-30
ITAU866,1,2024-07-31
ITAU866,2,2024-08-31
ITAU866,3,2024-08-31
ITAU867,1,2024-08-05
ITAU867,2,2024-08-05
ITAU867,3,2024-08-05
ITAU868,1,2025-01-04
ITAU868,2,2024-09-13
ITAU868,3,2024-09-23
ITAU869,1,2024-10-25
ITAU869,2,2024-09-13
ITAU869,3,2024-09-23
ITAU870,1,2024-08-14
ITAU870,2,2024-08-14
ITAU870,3,2024-08-14
ITAU871,1,2024-09-14
ITAU872,1,2024-09-06
ITAU872,2,2024-09-20
ITAU872,3,2024-10-30
ITAU873,1,2024-09-05
ITAU873,2,2024-09-13
ITAU873,3,2024-09-26
ITAU874,1,2025-02-16
ITAU874,2,2024-09-27
ITAU874,3,2024-11-29
ITAU875,1,2024-09-27
ITAU876,1,2024-09-06
ITAU876,2,2024-11-01
ITAU876,3,2024-11-15
ITAU876,4,2024-09-15
ITAU876,5,2024-10-05
ITAU877,1,2024-10-11
ITAU878,1,2024-09-05
ITAU878,2,2024-09-09
ITAU878,3,2024-09-27
ITAU879,1,2024-09-05
ITAU880,1,2024-09-05
ITAU880,2,2024-09-05
ITAU880,3,2024-09-09
ITAU881,1,2024-09-06
ITAU881,2,2024-12-06
ITAU882,1,2024-09-09
ITAU882,2,2024-09-18
ITAU882,3,2024-10-07
ITAU883,1,2024-12-02
ITAU883,2,2024-12-30
ITAU883,3,2024-12-30
ITAU884,1,2024-09-23
ITAU884,2,2024-10-20
ITAU884,3,2024-11-05
ITAU885,1,2025-01-30
ITAU885,2,2024-10-10
ITAU885,3,2024-11-05
ITAU886,1,2024-09-20
ITAU886,2,2024-09-23
ITAU886,3,2024-09-27
ITAU887,1,2024-10-23
ITAU887,2,2024-11-13
ITAU887,3,2024-12-04
ITAU887,4,2025-03-18
ITAU887,5,2025-01-11
ITAU888,1,2024-10-14
ITAU888,2,2024-10-18
ITAU888,3,2024-10-31
ITAU888,4,2024-10-18
ITAU888,5,2024-10-31
ITAU889,1,2024-11-12
ITAU889,2,2025-03-17
ITAU889,3,2024-11-26
ITAU890,1,2024-12-01
ITAU891,1,2024-11-01
ITAU891,2,2024-12-06
ITAU891,3,2024-12-30
ITAU892,1,2024-12-02
ITAU893,1,2024-12-30
ITAU894,1,2025-01-02
ITAU894,2,2024-10-16
ITAU894,3,2024-11-08
ITAU894,4,2024-10-22
ITAU894,5,2024-11-14
ITAU895,1,2025-01-12
ITAU895,2,2025-02-09
ITAU895,3,2024-12-06
ITAU896,1,2024-10-18
ITAU896,2,2024-11-11
ITAU897,1,2025-01-31
ITAU897A,1,2025-01-31
ITAU898,1,2024-10-14
ITAU898,2,2024-11-04
ITAU898,3,2024-11-20
ITAU899,1,2024-12-29
ITAU899,2,2024-10-23
ITAU899,3,2024-11-12
ITAU900,1,2024-10-18
ITAU900,2,2024-10-30
ITAU900,3,2024-11-12
ITAU901,1,2025-02-13
ITAU901,2,2024-11-27
ITAU901,3,2024-12-10
ITAU902,1,2024-11-18
ITAU902,2,2024-12-16
ITAU902,3,2025-01-29
ITAU903,1,2024-11-04
ITAU903,2,2024-11-29
ITAU903,3,2024-12-13
ITAU903A,1,2024-11-04
ITAU903A,2,2024-11-29
ITAU903A,3,2024-12-13
ITAU904,1,2024-11-04
ITAU904,2,2024-11-29
ITAU904,3,2024-12-13
ITAU905,1,2024-11-04
ITAU905,2,2024-11-26
ITAU906,1,2024-11-07
ITAU906,2,2024-11-15
ITAU906,3,2024-11-22
ITAU907,1,2024-12-22
ITAU907,2,2024-12-06
ITAU907,3,2024-12-31
ITAU907,4,2024-11-18
ITAU907,5,2024-11-29
ITAU908,1,2025-02-12
ITAU908,2,2024-12-16
ITAU908,3,2024-12-31
ITAU909,1,2024-11-18
ITAU909,2,2024-11-29
ITAU909,3,2024-12-02
ITAU910,1,2024-11-25
ITAU910,2,2024-12-09
ITAU910,3,2024-12-31
ITAU911,1,2025-02-28
ITAU911,2,2025-01-20
ITAU911,3,2024-12-28
ITAU912,1,2025-02-17
ITAU912,2,2025-01-02
ITAU912,3,2025-01-02
ITAU912,4,2025-01-02
ITAU912,5,2025-01-02
ITAU912,6,2025-01-02
ITAU913,1,2024-11-28
ITAU913,2,2024-12-02
ITAU913,3,2024-12-02
ITAU913,4,2024-12-02
ITAU913,5,2024-12-02
ITAU914,1,2024-11-28
ITAU914,2,2025-02-02
ITAU914,3,2025-02-02
ITAU915,1,2024-12-02
ITAU916,1,2024-11-18
ITAU916,2,2024-11-19
ITAU916,3,2024-12-05
ITAU917,1,2024-12-31
ITAU918,1,2025-01-10
ITAU918,2,2024-12-09
ITAU918,3,2024-12-17
ITAU919,1,2024-11-25
ITAU919,2,2024-12-06
ITAU919,3,2024-12-18
ITAU920,1,2025-04-05
ITAU920,2,2025-01-17
ITAU920,3,2025-02-17
ITAU921,1,2024-12-09
ITAU921,2,2024-12-10
ITAU921,3,2024-12-20
ITAU921,4,2024-12-30
ITAU921,5,2025-01-10
ITAU921,6,2025-01-17
ITAU921,7,2025-01-24
ITAU922,1,2025-02-16
ITAU922,2,2025-01-20
ITAU923,1,2025-03-23
ITAU923,2,2025-01-30
ITAU923,3,2025-02-09
ITAU924,1,2025-01-16
ITAU925,1,2024-12-31
ITAU925,2,2024-12-31
ITAU925,3,2025-01-18
ITAU926,1,2025-05-14
ITAU926,2,2025-02-21
ITAU926,3,2025-03-14
ITAU926A,1,2025-03-14
ITAU926A,2,2025-03-20
ITAU926A,3,2025-03-20
ITAU927,1,2025-01-31
ITAU928,1,2025-02-27
ITAU928,2,2025-02-28
ITAU929,1,2025-06-19
ITAU929,2,2025-12-27
ITAU929,3,2025-02-07
ITAU930,1,2025-02-28
ITAU930,2,2025-02-28
ITAU930,3,2025-03-10
ITAU931,1,2025-03-07
ITAU931,2,2025-04-30
ITAU931,3,2025-10-01
ITAU931,4,2025-06-30
ITAU931,5,2025-07-31
ITAU931,6,2025-07-28
ITAU932,1,2025-03-07
ITAU932A,1,2025-08-11
ITAU932B,1,2025-11-07
ITAU932C,1,2026-06-25
ITAU932D,1,2026-05-18
ITAU932E,1,2026-05-15
ITAU932F,1,2026-06-29
ITAU933,1,2025-03-17
ITAU933,2,2025-03-17
ITAU933,3,2025-04-21
ITAU934,1,2025-06-27
ITAU934,2,2025-06-12
ITAU934,3,2025-05-08
ITAU935,1,2025-03-13
ITAU936,1,2025-03-21
ITAU936,2,2025-03-21
ITAU937,1,2025-04-14
ITAU937,2,2025-05-16
ITAU937,3,2025-06-06
ITAU937,4,2025-05-09
ITAU937,5,2025-05-26
ITAU938,1,2025-04-11
ITAU938,2,2025-05-02
ITAU938,3,2025-05-30
ITAU939,1,2025-05-16
ITAU940,1,2025-06-23
ITAU941,1,2025-04-21
ITAU941,2,2025-06-16
ITAU941,3,2025-06-30
ITAU941,4,2025-07-07
ITAU941,5,2025-08-15
ITAU941,6,2025-07-21
ITAU941,7,2025-08-29
ITAU942,1,2025-04-10
ITAU943,1,2025-05-30
ITAU943,2,2025-05-30
ITAU944,1,2025-05-09
ITAU944,2,2025-06-20
ITAU944,3,2025-05-29
ITAU944,4,2025-07-04
ITAU944,5,2025-06-13
ITAU945,1,2025-05-28
ITAU945,2,2025-06-26
ITAU945,3,2025-06-23
ITAU945,4,2025-07-16
ITAU945,5,2025-07-11
ITAU946,1,2025-06-30
ITAU947,1,2025-06-30
ITAU947,2,2025-08-15
ITAU947,3,2025-08-15
ITAU947,4,2025-09-29
ITAU947,5,2025-09-29
ITAU947,6,2025-09-29
ITAU947,7,2025-09-29
ITAU947,8,2025-09-29
ITAU947,9,2025-09-29
ITAU947,10,2025-09-21
ITAU947,11,2025-12-03
ITAU948,1,2025-06-27
ITAU949,1,2025-07-26
ITAU949,2,2025-06-30
ITAU950,1,2025-05-30
ITAU950,2,2025-06-13
ITAU950,3,2025-07-18
ITAU950,4,2025-06-27
ITAU950,5,2025-07-30
ITAU951,1,2025-06-13
ITAU951,2,2025-06-27
ITAU951,3,2025-06-27
ITAU952,1,2025-05-30
ITAU952,2,2025-06-20
ITAU952,3,2025-07-28
ITAU952,4,2025-08-18
ITAU952,5,2025-08-25
ITAU953,1,2025-06-20
ITAU953,2,2025-07-14
ITAU953,3,2025-07-14
ITAU954,1,2025-07-14
ITAU954,2,2025-07-14
ITAU954,3,2025-07-14
ITAU955,1,2025-08-18
ITAU956,1,2025-11-01
ITAU956,2,2025-10-28
ITAU956,3,2025-12-07
ITAU957,1,2025-09-15
ITAU958,1,2025-10-25
ITAU958,2,2025-09-08
ITAU958,3,2025-10-01
ITAU958,4,2025-09-08
ITAU958,5,2025-10-01
ITAU958,6,2025-08-30
ITAU958,7,2025-10-30
ITAU959,1,2025-07-15
ITAU959,2,2025-07-25
ITAU959,3,2025-08-12
ITAU960,1,2025-07-10
ITAU960,2,2025-07-15
ITAU960,3,2025-07-28
ITAU961,1,2025-08-15
ITAU961,2,2025-09-15
