Job Code,Position,Employee,Score Contribution (%)
ITAU671F,PM,DTP,100
ITAU671G,PD,DGS,60
ITAU671G,Co-PD,TLW,40
ITAU671G,PM,DTP,60
ITAU671G,Co-PM,JQV,40
ITAU671H,PD,NFI,70
ITAU671H,Co-PD,AMF,30
ITAU671H,PM,AMF,60
ITAU671H,Co-PM,DTP,40
ITAU671I,PD,NFI,100
ITAU671I,PM,IFI,60
ITAU671I,Co-PM,OMW,40
ITAU671J,PD,TSR,100
ITAU671J,PM,TLW,100
ITAU671K,PD,WNA,70
ITAU671K,Co-PD,RLM,30
ITAU671K,PM,DLP,100
ITAU671L,PD,JQV,100
ITAU671L,PM,IFS,70
ITAU671L,Co-PM,FYA,30
ITAU671M,PD,IFS,100
ITAU671M,PM,TLW,100
ITAU671N,PD,IFS,60
ITAU671N,Co-PD,IFI,40
ITAU671N,PM,WNA,60
ITAU671N,Co-PM,DLP,40
ITAU671O,PD,TSR,100
ITAU671O,PM,DGS,100
ITAU671P,PD,FYA,100
ITAU671P,PM,HZR,100
ITAU671Q,PD,FYA,100
ITAU671Q,PM,TLW,100
ITAU671R,PD,RLM,60
ITAU671R,Co-PD,TSR,40
ITAU671R,PM,AMF,70
ITAU671R,Co-PM,IFS,30
ITAU671S,PD,TLW,60
ITAU671S,Co-PD,DLP,40
ITAU671S,PM,JQV,100
ITAU671T,PD,NFI,100
ITAU671T,PM,FYA,100
ITAU672,PD,OMW,100
ITAU672,PM,IFS,100
ITAU673,PD,JQV,100
ITAU673,PM,NFI,60
ITAU673,Co-PM,TLW,40
ITAU674,PD,DLP,100
ITAU674,PM,NFI,70
ITAU674,Co-PM,TLW,30
ITAU675,PD,HZR,100
ITAU675,PM,IFI,100
ITAU676,PD,AMF,100
ITAU676,PM,NFI,70
ITAU676,Co-PM,FYA,30
ITAU677,PD,JQV,70
ITAU677,Co-PD,FYA,30
ITAU677,PM,NFI,60
ITAU677,Co-PM,FYA,40
ITAU678,PD,IFI,100
ITAU678,PM,DLP,100
ITAU679,PD,AMF,100
ITAU679,PM,TLW,100
ITAU680,PD,RLM,100
ITAU680,PM,DTP,100
ITAU681,PD,TSR,100
ITAU681,PM,WNA,100
ITAU682,PD,HZR,100
ITAU682,PM,DGS,60
ITAU682,Co-PM,IFI,40
ITAU683,PD,OMW,70
ITAU683,Co-PD,AMF,30
ITAU683,PM,DTP,100
ITAU684,PD,OMW,70
ITAU684,Co-PD,IFS,30
ITAU684,PM,IFS,70
ITAU684,Co-PM,RLM,30
ITAU685,PD,TLW,100
ITAU685,PM,RLM,100
ITAU686,PD,TSR,100
ITAU686,PM,DTP,100
ITAU687,PD,OMW,100
ITAU687,PM,TSR,70
ITAU687,Co-PM,FYA,30
ITAU688,PD,WNA,60
ITAU688,Co-PD,FYA,40
ITAU688,PM,AMF,60
ITAU688,Co-PM,IFI,40
ITAU689,PD,OMW,60
ITAU689,Co-PD,RLM,40
ITAU689,PM,TSR,100
ITAU690,PD,FYA,70
ITAU690,Co-PD,AMF,30
ITAU690,PM,AMF,100
ITAU691,PD,DGS,70
ITAU691,Co-PD,FYA,30
ITAU691,PM,WNA,70
ITAU691,Co-PM,OMW,30
ITAU692,PD,IFI,100
ITAU692,PM,RLM,70
ITAU692,Co-PM,HZR,30
ITAU693,PD,IFI,60
ITAU693,Co-PD,NFI,40
ITAU693,PM,DGS,70
ITAU693,Co-PM,TSR,30
ITAU694,PD,OMW,70
ITAU694,Co-PD,IFI,30
ITAU694,PM,NFI,100
ITAU695,PD,TLW,100
ITAU695,PM,DLP,60
ITAU695,Co-PM,OMW,40
ITAU696,PD,TSR,60
ITAU696,Co-PD,IFS,40
ITAU696,PM,OMW,60
ITAU696,Co-PM,DLP,40
ITAU697,PD,DGS,100
ITAU697,PM,IFS,70
ITAU697,Co-PM,AMF,30
ITAU698,PD,RLM,60
ITAU698,Co-PD,TSR,40
ITAU698,PM,DGS,100
ITAU699,PD,HZR,60
ITAU699,Co-PD,IFS,40
ITAU699,PM,TLW,100
ITAU700,PD,IFI,100
ITAU700,PM,JQV,100
ITAU701,PD,TSR,60
ITAU701,Co-PD,AMF,40
ITAU701,PM,HZR,100
ITAU702,PD,DLP,60
ITAU702,Co-PD,FYA,40
ITAU702,PM,OMW,100
ITAU703,PD,JQV,60
ITAU703,Co-PD,AMF,40
ITAU703,PM,FYA,100
ITAU704,PD,RLM,100
ITAU704,PM,TSR,100
ITAU705,PD,WNA,100
ITAU705,PM,OMW,70
ITAU705,Co-PM,DTP,30
ITAU706,PD,JQV,70
ITAU706,Co-PD,FYA,30
ITAU706,PM,NFI,70
ITAU706,Co-PM,DLP,30
ITAU707,PD,DLP,100
ITAU707,PM,WNA,100
ITAU708,PD,DTP,100
ITAU708,PM,IFS,100
ITAU709,PD,DLP,70
ITAU709,Co-PD,AMF,30
ITAU709,PM,IFI,100
ITAU710,PD,HZR,70
ITAU710,Co-PD,NFI,30
ITAU710,PM,JQV,70
ITAU710,Co-PM,AMF,30
ITAU711,PD,IFI,100
ITAU711,PM,NFI,60
ITAU711,Co-PM,RLM,40
ITAU712,PD,DGS,100
ITAU712,PM,HZR,60
ITAU712,Co-PM,WNA,40
ITAU713,PD,WNA,70
ITAU713,Co-PD,RLM,30
ITAU713,PM,AMF,100
ITAU714,PD,AMF,100
ITAU714,PM,IFS,60
ITAU714,Co-PM,RLM,40
ITAU715,PD,HZR,70
ITAU715,Co-PD,WNA,30
ITAU715,PM,RLM,60
ITAU715,Co-PM,FYA,40
ITAU716,PD,OMW,70
ITAU716,Co-PD,FYA,30
ITAU716,PM,DTP,100
ITAU717,PD,RLM,100
ITAU717,PM,TSR,70
ITAU717,Co-PM,IFS,30
ITAU717A,PD,JQV,100
ITAU717A,PM,DGS,60
ITAU717A,Co-PM,DTP,40
ITAU717B,PD,RLM,70
ITAU717B,Co-PD,NFI,30
ITAU717B,PM,WNA,60
ITAU717B,Co-PM,OMW,40
ITAU717C,PD,OMW,60
ITAU717C,Co-PD,RLM,40
ITAU717C,PM,HZR,70
ITAU717C,Co-PM,FYA,30
ITAU717D,PD,OMW,100
ITAU717D,PM,IFS,100
ITAU717E,PD,HZR,100
ITAU717E,PM,JQV,100
ITAU717F,PD,FYA,100
ITAU717F,PM,IFS,100
ITAU717G,PD,OMW,70
ITAU717G,Co-PD,DLP,30
ITAU717G,PM,IFI,60
ITAU717G,Co-PM,RLM,40
ITAU718,PD,IFS,60
ITAU718,Co-PD,RLM,40
ITAU718,PM,NFI,70
ITAU718,Co-PM,IFI,30
ITAU719,PD,WNA,60
ITAU719,Co-PD,DLP,40
ITAU719,PM,FYA,70
ITAU719,Co-PM,IFS,30
ITAU720,PD,NFI,60
ITAU720,Co-PD,DTP,40
ITAU720,PM,FYA,60
ITAU720,Co-PM,OMW,40
ITAU721,PD,TSR,70
ITAU721,Co-PD,DGS,30
ITAU721,PM,OMW,70
ITAU721,Co-PM,HZR,30
ITAU722,PD,DTP,70
ITAU722,Co-PD,TLW,30
ITAU722,PM,IFS,60
ITAU722,Co-PM,FYA,40
ITAU723,PD,DGS,70
ITAU723,Co-PD,DTP,30
ITAU723,PM,RLM,100
ITAU723A,PD,OMW,100
ITAU723A,PM,WNA,70
ITAU723A,Co-PM,DTP,30
ITAU723B,PD,TLW,100
ITAU723B,PM,DLP,100
ITAU723C,PD,NFI,60
ITAU723C,Co-PD,JQV,40
ITAU723C,PM,OMW,70
ITAU723C,Co-PM,DGS,30
ITAU723D,PD,JQV,100
ITAU723D,PM,WNA,60
ITAU723D,Co-PM,TLW,40
ITAU723E,PD,NFI,70
ITAU723E,Co-PD,DTP,30
ITAU723E,PM,DLP,60
ITAU723E,Co-PM,WNA,40
ITAU724,PD,DTP,70
ITAU724,Co-PD,TSR,30
ITAU724,PM,TLW,100
ITAU725,PD,DTP,100
ITAU725,PM,AMF,100
ITAU726,PD,TLW,100
ITAU726,PM,IFI,70
ITAU726,Co-PM,DLP,30
ITAU727,PD,IFI,60
ITAU727,Co-PD,JQV,40
ITAU727,PM,DGS,100
ITAU728,PD,DTP,70
ITAU728,Co-PD,NFI,30
ITAU728,PM,NFI,60
ITAU728,Co-PM,TLW,40
ITAU729,PD,RLM,100
ITAU729,PM,JQV,60
ITAU729,Co-PM,DGS,40
ITAU730,PD,TSR,100
ITAU730,PM,FYA,100
ITAU731,PD,TLW,100
ITAU731,PM,IFS,60
ITAU731,Co-PM,DGS,40
ITAU732,PD,NFI,100
ITAU732,PM,IFS,60
ITAU732,Co-PM,DGS,40
ITAU733,PD,FYA,100
ITAU733,PM,AMF,100
ITAU734,PD,WNA,70
ITAU734,Co-PD,IFS,30
ITAU734,PM,TLW,60
ITAU734,Co-PM,FYA,40
ITAU735,PD,TLW,60
ITAU735,Co-PD,JQV,40
ITAU735,PM,RLM,60
ITAU735,Co-PM,DTP,40
ITAU736,PD,RLM,100
ITAU736,PM,TSR,100
ITAU737,PD,AMF,100
ITAU737,PM,HZR,60
ITAU737,Co-PM,WNA,40
ITAU738,PD,RLM,100
ITAU738,PM,IFS,60
ITAU738,Co-PM,OMW,40
ITAU739,PD,DLP,70
ITAU739,Co-PD,JQV,30
ITAU739,PM,DTP,100
ITAU740,PD,IFI,70
ITAU740,Co-PD,DTP,30
ITAU740,PM,DLP,70
ITAU740,Co-PM,NFI,30
ITAU740A,PD,IFS,100
ITAU740A,PM,OMW,100
ITAU741,PD,WNA,100
ITAU741,PM,AMF,70
ITAU741,Co-PM,TSR,30
ITAU742,PD,IFS,100
ITAU742,PM,DTP,100
ITAU743,PD,NFI,100
ITAU743,PM,HZR,70
ITAU743,Co-PM,DGS,30
ITAU744,PD,TSR,100
ITAU744,PM,TLW,100
ITAU745,PD,RLM,100
ITAU745,PM,HZR,100
ITAU746,PD,WNA,60
ITAU746,Co-PD,DLP,40
ITAU746,PM,DLP,100
ITAU747,PD,WNA,70
ITAU747,Co-PD,RLM,30
ITAU747,PM,IFS,70
ITAU747,Co-PM,NFI,30
ITAU748,PD,IFS,100
ITAU748,PM,IFI,100
ITAU749,PD,WNA,60
ITAU749,Co-PD,DLP,40
ITAU749,PM,JQV,60
ITAU749,Co-PM,RLM,40
ITAU750,PD,HZR,70
ITAU750,Co-PD,RLM,30
ITAU750,PM,WNA,70
ITAU750,Co-PM,TSR,30
ITAU751,PD,WNA,100
ITAU751,PM,TLW,100
ITAU752,PD,HZR,60
ITAU752,Co-PD,TSR,40
ITAU752,PM,OMW,100
ITAU753,PD,OMW,100
ITAU753,PM,TSR,100
ITAU754,PD,IFS,100
ITAU754,PM,OMW,100
ITAU755,PD,HZR,100
ITAU755,PM,TSR,100
ITAU756,PD,TLW,100
ITAU756,PM,DTP,100
ITAU757,PD,FYA,100
ITAU757,PM,IFS,70
ITAU757,Co-PM,TSR,30
ITAU758,PD,FYA,100
ITAU758,PM,NFI,100
ITAU759,PD,DTP,100
ITAU759,PM,RLM,100
ITAU760,PD,HZR,100
ITAU760,PM,WNA,100
ITAU761,PD,IFS,60
ITAU761,Co-PD,DTP,40
ITAU761,PM,TSR,60
ITAU761,Co-PM,FYA,40
ITAU762,PD,HZR,100
ITAU762,PM,NFI,70
ITAU762,Co-PM,TSR,30
ITAU763,PD,IFS,70
ITAU763,Co-PD,NFI,30
ITAU763,PM,RLM,70
ITAU763,Co-PM,TLW,30
ITAU764,PD,TLW,100
ITAU764,PM,RLM,100
ITAU765,PD,DGS,100
ITAU765,PM,IFS,100
ITAU766,PD,DTP,100
ITAU766,PM,AMF,70
ITAU766,Co-PM,HZR,30
ITAU767,PD,HZR,100
ITAU767,PM,TSR,100
ITAU768,PD,OMW,70
ITAU768,Co-PD,HZR,30
ITAU768,PM,HZR,100
ITAU769,PD,JQV,100
ITAU769,PM,IFS,100
ITAU770,PD,AMF,100
ITAU770,PM,OMW,70
ITAU770,Co-PM,IFS,30
ITAU771,PD,TSR,100
ITAU771,PM,IFI,70
ITAU771,Co-PM,DGS,30
ITAU772,PD,IFI,60
ITAU772,Co-PD,RLM,40
ITAU772,PM,WNA,100
ITAU773,PD,IFS,100
ITAU773,PM,NFI,60
ITAU773,Co-PM,HZR,40
ITAU774,PD,IFI,60
ITAU774,Co-PD,DLP,40
ITAU774,PM,AMF,100
ITAU775,PD,WNA,60
ITAU775,Co-PD,DLP,40
ITAU775,PM,IFS,70
ITAU775,Co-PM,DGS,30
ITAU776,PD,RLM,70
ITAU776,Co-PD,WNA,30
ITAU776,PM,TLW,70
ITAU776,Co-PM,AMF,30
ITAU777,PD,WNA,100
ITAU777,PM,RLM,100
ITAU778,PD,NFI,60
ITAU778,Co-PD,DGS,40
ITAU778,PM,OMW,100
ITAU779,PD,IFS,60
ITAU779,Co-PD,JQV,40
ITAU779,PM,OMW,60
ITAU779,Co-PM,NFI,40
ITAU780,PD,TSR,100
ITAU780,PM,DTP,100
ITAU781,PD,IFI,100
ITAU781,PM,AMF,100
ITAU782,PD,RLM,60
ITAU782,Co-PD,IFI,40
ITAU782,PM,DTP,100
ITAU783,PD,NFI,70
ITAU783,Co-PD,OMW,30
ITAU783,PM,DGS,100
ITAU784,PD,DLP,70
ITAU784,Co-PD,DTP,30
ITAU784,PM,AMF,100
ITAU785,PD,DGS,100
ITAU785,PM,FYA,70
ITAU785,Co-PM,RLM,30
ITAU786,PD,FYA,60
ITAU786,Co-PD,DTP,40
ITAU786,PM,NFI,100
ITAU787,PD,NFI,60
ITAU787,Co-PD,IFS,40
ITAU787,PM,IFS,70
ITAU787,Co-PM,DGS,30
ITAU788,PD,JQV,100
ITAU788,PM,DTP,70
ITAU788,Co-PM,RLM,30
ITAU789,PD,FYA,70
ITAU789,Co-PD,TSR,30
ITAU789,PM,DGS,100
ITAU790,PD,FYA,70
ITAU790,Co-PD,JQV,30
ITAU790,PM,DLP,60
ITAU790,Co-PM,OMW,40
ITAU791,PD,DGS,60
ITAU791,Co-PD,FYA,40
ITAU791,PM,NFI,100
ITAU792,PD,WNA,100
ITAU792,PM,DLP,100
ITAU793,PD,TLW,100
ITAU793,PM,IFS,60
ITAU793,Co-PM,NFI,40
ITAU794,PD,WNA,100
ITAU794,PM,DTP,60
ITAU794,Co-PM,AMF,40
ITAU795,PD,TSR,70
ITAU795,Co-PD,RLM,30
ITAU795,PM,DTP,60
ITAU795,Co-PM,TLW,40
ITAU796,PD,AMF,60
ITAU796,Co-PD,WNA,40
ITAU796,PM,DGS,60
ITAU796,Co-PM,FYA,40
ITAU797,PD,HZR,100
ITAU797,PM,DTP,100
ITAU798,PD,FYA,60
ITAU798,Co-PD,OMW,40
ITAU798,PM,JQV,60
ITAU798,Co-PM,DGS,40
ITAU799,PD,WNA,100
ITAU799,PM,AMF,100
ITAU800,PD,AMF,70
ITAU800,Co-PD,NFI,30
ITAU800,PM,OMW,100
ITAU801,PD,HZR,100
ITAU801,PM,TLW,100
ITAU802,PD,NFI,100
ITAU802,PM,AMF,100
ITAU803,PD,RLM,60
ITAU803,Co-PD,IFI,40
ITAU803,PM,JQV,100
ITAU804,PD,WNA,100
ITAU804,PM,OMW,100
ITAU805,PD,RLM,70
ITAU805,Co-PD,IFS,30
ITAU805,PM,TSR,70
ITAU805,Co-PM,IFS,30
ITAU806,PD,IFI,70
ITAU806,Co-PD,NFI,30
ITAU806,PM,DGS,60
ITAU806,Co-PM,TLW,40
ITAU807,PD,FYA,60
ITAU807,Co-PD,HZR,40
ITAU807,PM,IFI,100
ITAU808,PD,DLP,60
ITAU808,Co-PD,DTP,40
ITAU808,PM,AMF,100
ITAU809,PD,NFI,100
ITAU809,PM,FYA,100
ITAU809A,PD,TSR,60
ITAU809A,Co-PD,DGS,40
ITAU809A,PM,IFI,100
ITAU810,PD,IFS,60
ITAU810,Co-PD,JQV,40
ITAU810,PM,IFI,100
ITAU811,PD,TLW,70
ITAU811,Co-PD,IFI,30
ITAU811,PM,NFI,70
ITAU811,Co-PM,HZR,30
ITAU812,PD,HZR,70
ITAU812,Co-PD,OMW,30
ITAU812,PM,JQV,100
ITAU813,PD,NFI,100
ITAU813,PM,DLP,60
ITAU813,Co-PM,IFS,40
ITAU814,PD,JQV,70
ITAU814,Co-PD,TLW,30
ITAU814,PM,OMW,60
ITAU814,Co-PM,DTP,40
ITAU815,PD,JQV,70
ITAU815,Co-PD,IFS,30
ITAU815,PM,WNA,70
ITAU815,Co-PM,TLW,30
ITAU816,PD,HZR,100
ITAU816,PM,WNA,100
ITAU817,PD,JQV,70
ITAU817,Co-PD,OMW,30
ITAU817,PM,NFI,60
ITAU817,Co-PM,TLW,40
ITAU818,PD,RLM,100
ITAU818,PM,TLW,70
ITAU818,Co-PM,FYA,30
ITAU819,PD,JQV,100
ITAU819,PM,IFI,60
ITAU819,Co-PM,RLM,40
ITAU820,PD,DLP,100
ITAU820,PM,IFI,70
ITAU820,Co-PM,JQV,30
ITAU821,PD,OMW,70
ITAU821,Co-PD,WNA,30
ITAU821,PM,IFI,70
ITAU821,Co-PM,DGS,30
ITAU822,PD,HZR,60
ITAU822,Co-PD,FYA,40
ITAU822,PM,JQV,100
ITAU823,PD,JQV,100
ITAU823,PM,RLM,100
ITAU824,PD,DLP,60
ITAU824,Co-PD,WNA,40
ITAU824,PM,IFI,100
ITAU825,PD,OMW,100
ITAU825,PM,IFS,100
ITAU826,PD,IFI,70
ITAU826,Co-PD,TLW,30
ITAU826,PM,DGS,70
ITAU826,Co-PM,OMW,30
ITAU827,PD,IFI,100
ITAU827,PM,NFI,100
ITAU828,PD,DTP,60
ITAU828,Co-PD,TSR,40
ITAU828,PM,TSR,100
ITAU829,PD,DLP,100
ITAU829,PM,FYA,60
ITAU829,Co-PM,HZR,40
ITAU830,PD,DTP,60
ITAU830,Co-PD,HZR,40
ITAU830,PM,IFS,100
ITAU831,PD,IFS,100
ITAU831,PM,NFI,60
ITAU831,Co-PM,RLM,40
ITAU832,PD,TLW,70
ITAU832,Co-PD,DLP,30
ITAU832,PM,NFI,100
ITAU833,PD,FYA,100
ITAU833,PM,IFS,100
ITAU834,PD,NFI,70
ITAU834,Co-PD,IFI,30
ITAU834,PM,JQV,70
ITAU834,Co-PM,IFI,30
ITAU835,PD,AMF,100
ITAU835,PM,IFS,70
ITAU835,Co-PM,DLP,30
ITAU836,PD,DLP,70
ITAU836,Co-PD,NFI,30
ITAU836,PM,JQV,70
ITAU836,Co-PM,RLM,30
ITAU837,PD,TLW,100
ITAU837,PM,TSR,100
ITAU838,PD,DLP,100
ITAU838,PM,OMW,70
ITAU838,Co-PM,WNA,30
ITAU839,PD,RLM,70
ITAU839,Co-PD,WNA,30
ITAU839,PM,FYA,60
ITAU839,Co-PM,DLP,40
ITAU840,PD,TSR,100
ITAU840,PM,IFS,70
ITAU840,Co-PM,NFI,30
ITAU841,PD,DLP,100
ITAU841,PM,JQV,100
ITAU842,PD,DLP,60
ITAU842,Co-PD,RLM,40
ITAU842,PM,TLW,100
ITAU843,PD,TSR,60
ITAU843,Co-PD,AMF,40
ITAU843,PM,IFI,100
ITAU844,PD,TLW,100
ITAU844,PM,JQV,70
ITAU844,Co-PM,HZR,30
ITAU845,PD,HZR,100
ITAU845,PM,JQV,70
ITAU845,Co-PM,NFI,30
ITAU846,PD,DLP,70
ITAU846,Co-PD,JQV,30
ITAU846,PM,RLM,100
ITAU847,PD,RLM,100
ITAU847,PM,OMW,60
ITAU847,Co-PM,TSR,40
ITAU847A,PD,WNA,100
ITAU847A,PM,NFI,60
ITAU847A,Co-PM,FYA,40
ITAU847B,PD,FYA,100
ITAU847B,PM,TSR,60
ITAU847B,Co-PM,AMF,40
ITAU847C,PD,RLM,60
ITAU847C,Co-PD,AMF,40
ITAU847C,PM,TSR,70
ITAU847C,Co-PM,AMF,30
ITAU847D,PD,DGS,60
ITAU847D,Co-PD,TSR,40
ITAU847D,PM,AMF,70
ITAU847D,Co-PM,TLW,30
ITAU847E,PD,AMF,60
ITAU847E,Co-PD,IFI,40
ITAU847E,PM,HZR,100
ITAU847F,PD,TSR,60
ITAU847F,Co-PD,HZR,40
ITAU847F,PM,RLM,60
ITAU847F,Co-PM,IFS,40
ITAU847G,PD,IFS,100
ITAU847G,PM,TSR,100
ITAU847H,PD,DTP,60
ITAU847H,Co-PD,JQV,40
ITAU847H,PM,DGS,100
ITAU847I,PD,RLM,60
ITAU847I,Co-PD,IFI,40
ITAU847I,PM,HZR,70
ITAU847I,Co-PM,OMW,30
ITAU847J,PD,IFS,100
ITAU847J,PM,IFI,100
ITAU847K,PD,DGS,100
ITAU847K,PM,FYA,100
ITAU847L,PD,TSR,100
ITAU847L,PM,FYA,70
ITAU847L,Co-PM,IFS,30
ITAU847M,PD,TSR,70
ITAU847M,Co-PD,FYA,30
ITAU847M,PM,IFS,60
ITAU847M,Co-PM,DLP,40
ITAU847N,PD,RLM,70
ITAU847N,Co-PD,NFI,30
ITAU847N,PM,TLW,100
ITAU847O,PD,RLM,70
ITAU847O,Co-PD,WNA,30
ITAU847O,PM,NFI,60
ITAU847O,Co-PM,WNA,40
ITAU847P,PD,RLM,70
ITAU847P,Co-PD,DGS,30
ITAU847P,PM,HZR,100
ITAU847Q,PD,WNA,100
ITAU847Q,PM,IFI,60
ITAU847Q,Co-PM,DTP,40
ITAU847R,PD,OMW,100
ITAU847R,PM,IFS,70
ITAU847R,Co-PM,FYA,30
ITAU847S,PD,AMF,100
ITAU847S,PM,HZR,70
ITAU847S,Co-PM,TLW,30
ITAU847T,PD,DLP,100
ITAU847T,PM,JQV,100
ITAU847U,PD,DTP,100
ITAU847U,PM,TSR,100
ITAU848,PD,NFI,60
ITAU848,Co-PD,FYA,40
ITAU848,PM,TSR,100
ITAU849,PD,RLM,60
ITAU849,Co-PD,DLP,40
ITAU849,PM,IFI,70
ITAU849,Co-PM,DLP,30
ITAU850,PD,IFS,100
ITAU850,PM,DLP,60
ITAU850,Co-PM,OMW,40
ITAU851,PD,FYA,60
ITAU851,Co-PD,RLM,40
ITAU851,PM,AMF,60
ITAU851,Co-PM,DLP,40
ITAU852,PD,IFS,100
ITAU852,PM,WNA,70
ITAU852,Co-PM,IFI,30
ITAU853,PD,TLW,100
ITAU853,PM,DTP,70
ITAU853,Co-PM,DLP,30
ITAU854,PD,OMW,60
ITAU854,Co-PD,RLM,40
ITAU854,PM,AMF,70
ITAU854,Co-PM,TSR,30
ITAU855,PD,JQV,100
ITAU855,PM,DGS,100
ITAU856,PD,HZR,100
ITAU856,PM,TLW,100
ITAU856A,PD,DLP,100
ITAU856A,PM,RLM,60
ITAU856A,Co-PM,WNA,40
ITAU856B,PD,AMF,100
ITAU856B,PM,DGS,70
ITAU856B,Co-PM,NFI,30
ITAU857,PD,IFI,100
ITAU857,PM,AMF,60
ITAU857,Co-PM,OMW,40
ITAU858,PD,IFI,100
ITAU858,PM,JQV,60
ITAU858,Co-PM,OMW,40
ITAU859,PD,TLW,70
ITAU859,Co-PD,WNA,30
ITAU859,PM,TSR,60
ITAU859,Co-PM,IFI,40
ITAU860,PD,RLM,70
ITAU860,Co-PD,IFS,30
ITAU860,PM,WNA,70
ITAU860,Co-PM,DGS,30
ITAU861,PD,TSR,100
ITAU861,PM,DLP,100
ITAU862,PD,WNA,60
ITAU862,Co-PD,AMF,40
ITAU862,PM,NFI,100
ITAU863,PD,WNA,60
ITAU863,Co-PD,TLW,40
ITAU863,PM,DLP,60
ITAU863,Co-PM,DGS,40
ITAU864,PD,RLM,100
ITAU864,PM,IFS,100
ITAU865,PD,WNA,100
ITAU865,PM,IFI,100
ITAU865A,PD,DLP,100
ITAU865A,PM,RLM,100
ITAU865B,PD,TLW,60
ITAU865B,Co-PD,AMF,40
ITAU865B,PM,TSR,100
ITAU866,PD,DGS,60
ITAU866,Co-PD,FYA,40
ITAU866,PM,DLP,100
ITAU867,PD,AMF,100
ITAU867,PM,DGS,100
ITAU868,PD,TSR,70
ITAU868,Co-PD,JQV,30
ITAU868,PM,DLP,70
ITAU868,Co-PM,NFI,30
ITAU869,PD,RLM,60
ITAU869,Co-PD,IFI,40
ITAU869,PM,WNA,60
ITAU869,Co-PM,AMF,40
ITAU870,PD,NFI,60
ITAU870,Co-PD,OMW,40
ITAU870,PM,AMF,100
ITAU871,PD,AMF,60
ITAU871,Co-PD,OMW,40
ITAU871,PM,DLP,100
ITAU872,PD,IFS,100
ITAU872,PM,OMW,100
ITAU873,PD,DGS,70
ITAU873,Co-PD,TSR,30
ITAU873,PM,DTP,100
ITAU874,PD,DGS,100
ITAU874,PM,DLP,100
ITAU875,PD,DGS,60
ITAU875,Co-PD,OMW,40
ITAU875,PM,AMF,60
ITAU875,Co-PM,OMW,40
ITAU876,PD,OMW,70
ITAU876,Co-PD,NFI,30
ITAU876,PM,WNA,60
ITAU876,Co-PM,AMF,40
ITAU877,PD,DGS,100
ITAU877,PM,HZR,70
ITAU877,Co-PM,FYA,30
ITAU878,PD,IFI,70
ITAU878,Co-PD,JQV,30
ITAU878,PM,NFI,100
ITAU879,PD,TLW,100
ITAU879,PM,IFI,60
ITAU879,Co-PM,RLM,40
ITAU880,PD,DGS,60
ITAU880,Co-PD,RLM,40
ITAU880,PM,IFS,60
ITAU880,Co-PM,WNA,40
ITAU881,PD,WNA,100
ITAU881,PM,OMW,60
ITAU881,Co-PM,IFI,40
ITAU882,PD,IFS,70
ITAU882,Co-PD,TLW,30
ITAU882,PM,RLM,100
ITAU883,PD,OMW,100
ITAU883,PM,AMF,60
ITAU883,Co-PM,DTP,40
ITAU884,PD,JQV,60
ITAU884,Co-PD,IFS,40
ITAU884,PM,RLM,60
ITAU884,Co-PM,DGS,40
ITAU885,PD,TLW,100
ITAU885,PM,IFS,100
ITAU886,PD,DLP,70
ITAU886,Co-PD,JQV,30
ITAU886,PM,JQV,100
ITAU887,PD,RLM,100
ITAU887,PM,IFS,70
ITAU887,Co-PM,TSR,30
ITAU888,PD,TLW,60
ITAU888,Co-PD,WNA,40
ITAU888,PM,OMW,60
ITAU888,Co-PM,HZR,40
ITAU889,PD,FYA,60
ITAU889,Co-PD,RLM,40
ITAU889,PM,RLM,100
ITAU890,PD,FYA,70
ITAU890,Co-PD,WNA,30
ITAU890,PM,AMF,70
ITAU890,Co-PM,TSR,30
ITAU891,PD,FYA,70
ITAU891,Co-PD,IFI,30
ITAU891,PM,HZR,100
ITAU892,PD,FYA,60
ITAU892,Co-PD,TSR,40
ITAU892,PM,HZR,70
ITAU892,Co-PM,RLM,30
ITAU893,PD,IFS,70
ITAU893,Co-PD,AMF,30
ITAU893,PM,JQV,70
ITAU893,Co-PM,HZR,30
ITAU894,PD,FYA,100
ITAU894,PM,NFI,70
ITAU894,Co-PM,HZR,30
ITAU895,PD,TSR,100
ITAU895,PM,IFI,100
ITAU896,PD,DGS,60
ITAU896,Co-PD,TLW,40
ITAU896,PM,RLM,60
ITAU896,Co-PM,AMF,40
ITAU897,PD,JQV,100
ITAU897,PM,NFI,100
ITAU897A,PD,DGS,60
ITAU897A,Co-PD,AMF,40
ITAU897A,PM,RLM,100
ITAU898,PD,DTP,60
ITAU898,Co-PD,TLW,40
ITAU898,PM,TSR,70
ITAU898,Co-PM,HZR,30
ITAU899,PD,OMW,100
ITAU899,PM,TLW,60
ITAU899,Co-PM,IFI,40
ITAU900,PD,DTP,60
ITAU900,Co-PD,DGS,40
ITAU900,PM,TLW,100
ITAU901,PD,WNA,100
ITAU901,PM,DTP,60
ITAU901,Co-PM,AMF,40
ITAU902,PD,DGS,60
ITAU902,Co-PD,AMF,40
ITAU902,PM,TSR,70
ITAU902,Co-PM,HZR,30
ITAU903,PD,FYA,100
ITAU903,PM,TLW,70
ITAU903,Co-PM,RLM,30
ITAU903A,PD,JQV,100
ITAU903A,PM,DGS,70
ITAU903A,Co-PM,TSR,30
ITAU904,PD,TSR,100
ITAU904,PM,JQV,70
