Job Code,Position,Employee,Time Contribution (hours)
ITAU671F,PM,DTP,40
ITAU671G,PD,DGS,24
ITAU671G,Co-PD,TLW,16
ITAU671G,PM,DTP,24
ITAU671G,Co-PM,JQV,16
ITAU671H,PD,NFI,28
ITAU671H,Co-PD,AMF,12
ITAU671H,PM,AMF,24
ITAU671H,Co-PM,DTP,16
ITAU671I,PD,NFI,40
ITAU671I,PM,IFI,24
ITAU671I,Co-PM,OMW,16
ITAU671J,PD,TSR,40
ITAU671J,PM,TLW,40
ITAU671K,PD,WNA,28
ITAU671K,Co-PD,RLM,12
ITAU671K,PM,DLP,40
ITAU671L,PD,JQV,40
ITAU671L,PM,IFS,28
ITAU671L,Co-PM,FYA,12
ITAU671M,PD,IFS,40
ITAU671M,PM,TLW,40
ITAU671N,PD,IFS,24
ITAU671N,Co-PD,IFI,16
ITAU671N,PM,WNA,24
ITAU671N,Co-PM,DLP,16
ITAU671O,PD,TSR,40
ITAU671O,PM,DGS,40
ITAU671P,PD,FYA,40
ITAU671P,PM,HZR,40
ITAU671Q,PD,FYA,40
ITAU671Q,PM,TLW,40
ITAU671R,PD,RLM,24
ITAU671R,Co-PD,TSR,16
ITAU671R,PM,AMF,28
ITAU671R,Co-PM,IFS,12
ITAU671S,PD,TLW,24
ITAU671S,Co-PD,DLP,16
ITAU671S,PM,JQV,40
ITAU671T,PD,NFI,40
ITAU671T,PM,FYA,40
ITAU672,PD,OMW,40
ITAU672,PM,IFS,40
ITAU673,PD,JQV,40
ITAU673,PM,NFI,24
ITAU673,Co-PM,TLW,16
ITAU674,PD,DLP,40
ITAU674,PM,NFI,28
ITAU674,Co-PM,TLW,12
ITAU675,PD,HZR,40
ITAU675,PM,IFI,40
ITAU676,PD,AMF,40
ITAU676,PM,NFI,28
ITAU676,Co-PM,FYA,12
ITAU677,PD,JQV,28
ITAU677,Co-PD,FYA,12
ITAU677,PM,NFI,24
ITAU677,Co-PM,FYA,16
ITAU678,PD,IFI,40
ITAU678,PM,DLP,40
ITAU679,PD,AMF,40
ITAU679,PM,TLW,40
ITAU680,PD,RLM,40
ITAU680,PM,DTP,40
ITAU681,PD,TSR,40
ITAU681,PM,WNA,40
ITAU682,PD,HZR,40
ITAU682,PM,DGS,24
ITAU682,Co-PM,IFI,16
ITAU683,PD,OMW,28
ITAU683,Co-PD,AMF,12
ITAU683,PM,DTP,40
ITAU684,PD,OMW,28
ITAU684,Co-PD,IFS,12
ITAU684,PM,IFS,28
ITAU684,Co-PM,RLM,12
ITAU685,PD,TLW,40
ITAU685,PM,RLM,40
ITAU686,PD,TSR,40
ITAU686,PM,DTP,40
ITAU687,PD,OMW,40
ITAU687,PM,TSR,28
ITAU687,Co-PM,FYA,12
ITAU688,PD,WNA,24
ITAU688,Co-PD,FYA,16
ITAU688,PM,AMF,24
ITAU688,Co-PM,IFI,16
ITAU689,PD,OMW,24
ITAU689,Co-PD,RLM,16
ITAU689,PM,TSR,40
ITAU690,PD,FYA,28
ITAU690,Co-PD,AMF,12
ITAU690,PM,AMF,40
ITAU691,PD,DGS,28
ITAU691,Co-PD,FYA,12
ITAU691,PM,WNA,28
ITAU691,Co-PM,OMW,12
ITAU692,PD,IFI,40
ITAU692,PM,RLM,28
ITAU692,Co-PM,HZR,12
ITAU693,PD,IFI,24
ITAU693,Co-PD,NFI,16
ITAU693,PM,DGS,28
ITAU693,Co-PM,TSR,12
ITAU694,PD,OMW,28
ITAU694,Co-PD,IFI,12
ITAU694,PM,NFI,40
ITAU695,PD,TLW,40
ITAU695,PM,DLP,24
ITAU695,Co-PM,OMW,16
ITAU696,PD,TSR,24
ITAU696,Co-PD,IFS,16
ITAU696,PM,OMW,24
ITAU696,Co-PM,DLP,16
ITAU697,PD,DGS,40
ITAU697,PM,IFS,28
ITAU697,Co-PM,AMF,12
ITAU698,PD,RLM,24
ITAU698,Co-PD,TSR,16
ITAU698,PM,DGS,40
ITAU699,PD,HZR,24
ITAU699,Co-PD,IFS,16
ITAU699,PM,TLW,40
ITAU700,PD,IFI,40
ITAU700,PM,JQV,40
ITAU701,PD,TSR,24
ITAU701,Co-PD,AMF,16
ITAU701,PM,HZR,40
ITAU702,PD,DLP,24
ITAU702,Co-PD,FYA,16
ITAU702,PM,OMW,40
ITAU703,PD,JQV,24
ITAU703,Co-PD,AMF,16
ITAU703,PM,FYA,40
ITAU704,PD,RLM,40
ITAU704,PM,TSR,40
ITAU705,PD,WNA,40
ITAU705,PM,OMW,28
ITAU705,Co-PM,DTP,12
ITAU706,PD,JQV,28
ITAU706,Co-PD,FYA,12
ITAU706,PM,NFI,28
ITAU706,Co-PM,DLP,12
ITAU707,PD,DLP,40
ITAU707,PM,WNA,40
ITAU708,PD,DTP,40
ITAU708,PM,IFS,40
ITAU709,PD,DLP,28
ITAU709,Co-PD,AMF,12
ITAU709,PM,IFI,40
ITAU710,PD,HZR,28
ITAU710,Co-PD,NFI,12
ITAU710,PM,JQV,28
ITAU710,Co-PM,AMF,12
ITAU711,PD,IFI,40
ITAU711,PM,NFI,24
ITAU711,Co-PM,RLM,16
ITAU712,PD,DGS,40
ITAU712,PM,HZR,24
ITAU712,Co-PM,WNA,16
ITAU713,PD,WNA,28
ITAU713,Co-PD,RLM,12
ITAU713,PM,AMF,40
ITAU714,PD,AMF,40
ITAU714,PM,IFS,24
ITAU714,Co-PM,RLM,16
ITAU715,PD,HZR,28
ITAU715,Co-PD,WNA,12
ITAU715,PM,RLM,24
ITAU715,Co-PM,FYA,16
ITAU716,PD,OMW,28
ITAU716,Co-PD,FYA,12
ITAU716,PM,DTP,40
ITAU717,PD,RLM,40
ITAU717,PM,TSR,28
ITAU717,Co-PM,IFS,12
ITAU717A,PD,JQV,40
ITAU717A,PM,DGS,24
ITAU717A,Co-PM,DTP,16
ITAU717B,PD,RLM,28
ITAU717B,Co-PD,NFI,12
ITAU717B,PM,WNA,24
ITAU717B,Co-PM,OMW,16
ITAU717C,PD,OMW,24
ITAU717C,Co-PD,RLM,16
ITAU717C,PM,HZR,28
ITAU717C,Co-PM,FYA,12
ITAU717D,PD,OMW,40
ITAU717D,PM,IFS,40
ITAU717E,PD,HZR,40
ITAU717E,PM,JQV,40
ITAU717F,PD,FYA,40
ITAU717F,PM,IFS,40
ITAU717G,PD,OMW,28
ITAU717G,Co-PD,DLP,12
ITAU717G,PM,IFI,24
ITAU717G,Co-PM,RLM,16
ITAU718,PD,IFS,24
ITAU718,Co-PD,RLM,16
ITAU718,PM,NFI,28
ITAU718,Co-PM,IFI,12
ITAU719,PD,WNA,24
ITAU719,Co-PD,DLP,16
ITAU719,PM,FYA,28
ITAU719,Co-PM,IFS,12
ITAU720,PD,NFI,24
ITAU720,Co-PD,DTP,16
ITAU720,PM,FYA,24
ITAU720,Co-PM,OMW,16
ITAU721,PD,TSR,28
ITAU721,Co-PD,DGS,12
ITAU721,PM,OMW,28
ITAU721,Co-PM,HZR,12
ITAU722,PD,DTP,28
ITAU722,Co-PD,TLW,12
ITAU722,PM,IFS,24
ITAU722,Co-PM,FYA,16
ITAU723,PD,DGS,28
ITAU723,Co-PD,DTP,12
ITAU723,PM,RLM,40
ITAU723A,PD,OMW,40
ITAU723A,PM,WNA,28
ITAU723A,Co-PM,DTP,12
ITAU723B,PD,TLW,40
ITAU723B,PM,DLP,40
ITAU723C,PD,NFI,24
ITAU723C,Co-PD,JQV,16
ITAU723C,PM,OMW,28
ITAU723C,Co-PM,DGS,12
ITAU723D,PD,JQV,40
ITAU723D,PM,WNA,24
ITAU723D,Co-PM,TLW,16
ITAU723E,PD,NFI,28
ITAU723E,Co-PD,DTP,12
ITAU723E,PM,DLP,24
ITAU723E,Co-PM,WNA,16
ITAU724,PD,DTP,28
ITAU724,Co-PD,TSR,12
ITAU724,PM,TLW,40
ITAU725,PD,DTP,40
ITAU725,PM,AMF,40
ITAU726,PD,TLW,40
ITAU726,PM,IFI,28
ITAU726,Co-PM,DLP,12
ITAU727,PD,IFI,24
ITAU727,Co-PD,JQV,16
ITAU727,PM,DGS,40
ITAU728,PD,DTP,28
ITAU728,Co-PD,NFI,12
ITAU728,PM,NFI,24
ITAU728,Co-PM,TLW,16
ITAU729,PD,RLM,40
ITAU729,PM,JQV,24
ITAU729,Co-PM,DGS,16
ITAU730,PD,TSR,40
ITAU730,PM,FYA,40
ITAU731,PD,TLW,40
ITAU731,PM,IFS,24
ITAU731,Co-PM,DGS,16
ITAU732,PD,NFI,40
ITAU732,PM,IFS,24
ITAU732,Co-PM,DGS,16
ITAU733,PD,FYA,40
ITAU733,PM,AMF,40
ITAU734,PD,WNA,28
ITAU734,Co-PD,IFS,12
ITAU734,PM,TLW,24
ITAU734,Co-PM,FYA,16
ITAU735,PD,TLW,24
ITAU735,Co-PD,JQV,16
ITAU735,PM,RLM,24
ITAU735,Co-PM,DTP,16
ITAU736,PD,RLM,40
ITAU736,PM,TSR,40
ITAU737,PD,AMF,40
ITAU737,PM,HZR,24
ITAU737,Co-PM,WNA,16
ITAU738,PD,RLM,40
ITAU738,PM,IFS,24
ITAU738,Co-PM,OMW,16
ITAU739,PD,DLP,28
ITAU739,Co-PD,JQV,12
ITAU739,PM,DTP,40
ITAU740,PD,IFI,28
ITAU740,Co-PD,DTP,12
ITAU740,PM,DLP,28
ITAU740,Co-PM,NFI,12
ITAU740A,PD,IFS,40
ITAU740A,PM,OMW,40
ITAU741,PD,WNA,40
ITAU741,PM,AMF,28
ITAU741,Co-PM,TSR,12
ITAU742,PD,IFS,40
ITAU742,PM,DTP,40
ITAU743,PD,NFI,40
ITAU743,PM,HZR,28
ITAU743,Co-PM,DGS,12
ITAU744,PD,TSR,40
ITAU744,PM,TLW,40
ITAU745,PD,RLM,40
ITAU745,PM,HZR,40
ITAU746,PD,WNA,24
ITAU746,Co-PD,DLP,16
ITAU746,PM,DLP,40
ITAU747,PD,WNA,28
ITAU747,Co-PD,RLM,12
ITAU747,PM,IFS,28
ITAU747,Co-PM,NFI,12
ITAU748,PD,IFS,40
ITAU748,PM,IFI,40
ITAU749,PD,WNA,24
ITAU749,Co-PD,DLP,16
ITAU749,PM,JQV,24
ITAU749,Co-PM,RLM,16
ITAU750,PD,HZR,28
ITAU750,Co-PD,RLM,12
ITAU750,PM,WNA,28
ITAU750,Co-PM,TSR,12
ITAU751,PD,WNA,40
ITAU751,PM,TLW,40
ITAU752,PD,HZR,24
ITAU752,Co-PD,TSR,16
ITAU752,PM,OMW,40
ITAU753,PD,OMW,40
ITAU753,PM,TSR,40
ITAU754,PD,IFS,40
ITAU754,PM,OMW,40
ITAU755,PD,HZR,40
ITAU755,PM,TSR,40
ITAU756,PD,TLW,40
ITAU756,PM,DTP,40
ITAU757,PD,FYA,40
ITAU757,PM,IFS,28
ITAU757,Co-PM,TSR,12
ITAU758,PD,FYA,40
ITAU758,PM,NFI,40
ITAU759,PD,DTP,40
ITAU759,PM,RLM,40
ITAU760,PD,HZR,40
ITAU760,PM,WNA,40
ITAU761,PD,IFS,24
ITAU761,Co-PD,DTP,16
ITAU761,PM,TSR,24
ITAU761,Co-PM,FYA,16
ITAU762,PD,HZR,40
ITAU762,PM,NFI,28
ITAU762,Co-PM,TSR,12
ITAU763,PD,IFS,28
ITAU763,Co-PD,NFI,12
ITAU763,PM,RLM,28
ITAU763,Co-PM,TLW,12
ITAU764,PD,TLW,40
ITAU764,PM,RLM,40
ITAU765,PD,DGS,40
ITAU765,PM,IFS,40
ITAU766,PD,DTP,40
ITAU766,PM,AMF,28
ITAU766,Co-PM,HZR,12
ITAU767,PD,HZR,40
ITAU767,PM,TSR,40
ITAU768,PD,OMW,28
ITAU768,Co-PD,HZR,12
ITAU768,PM,HZR,40
ITAU769,PD,JQV,40
ITAU769,PM,IFS,40
ITAU770,PD,AMF,40
ITAU770,PM,OMW,28
ITAU770,Co-PM,IFS,12
ITAU771,PD,TSR,40
ITAU771,PM,IFI,28
ITAU771,Co-PM,DGS,12
ITAU772,PD,IFI,24
ITAU772,Co-PD,RLM,16
ITAU772,PM,WNA,40
ITAU773,PD,IFS,40
ITAU773,PM,NFI,24
ITAU773,Co-PM,HZR,16
ITAU774,PD,IFI,24
ITAU774,Co-PD,DLP,16
ITAU774,PM,AMF,40
ITAU775,PD,WNA,24
ITAU775,Co-PD,DLP,16
ITAU775,PM,IFS,28
ITAU775,Co-PM,DGS,12
ITAU776,PD,RLM,28
ITAU776,Co-PD,WNA,12
ITAU776,PM,TLW,28
ITAU776,Co-PM,AMF,12
ITAU777,PD,WNA,40
ITAU777,PM,RLM,40
ITAU778,PD,NFI,24
ITAU778,Co-PD,DGS,16
ITAU778,PM,OMW,40
ITAU779,PD,IFS,24
ITAU779,Co-PD,JQV,16
ITAU779,PM,OMW,24
ITAU779,Co-PM,NFI,16
ITAU780,PD,TSR,40
ITAU780,PM,DTP,40
ITAU781,PD,IFI,40
ITAU781,PM,AMF,40
ITAU782,PD,RLM,24
ITAU782,Co-PD,IFI,16
ITAU782,PM,DTP,40
ITAU783,PD,NFI,28
ITAU783,Co-PD,OMW,12
ITAU783,PM,DGS,40
ITAU784,PD,DLP,28
ITAU784,Co-PD,DTP,12
ITAU784,PM,AMF,40
ITAU785,PD,DGS,40
ITAU785,PM,FYA,28
ITAU785,Co-PM,RLM,12
ITAU786,PD,FYA,24
ITAU786,Co-PD,DTP,16
ITAU786,PM,NFI,40
ITAU787,PD,NFI,24
ITAU787,Co-PD,IFS,16
ITAU787,PM,IFS,28
ITAU787,Co-PM,DGS,12
ITAU788,PD,JQV,40
ITAU788,PM,DTP,28
ITAU788,Co-PM,RLM,12
ITAU789,PD,FYA,28
ITAU789,Co-PD,TSR,12
ITAU789,PM,DGS,40
ITAU790,PD,FYA,28
ITAU790,Co-PD,JQV,12
ITAU790,PM,DLP,24
ITAU790,Co-PM,OMW,16
ITAU791,PD,DGS,24
ITAU791,Co-PD,FYA,16
ITAU791,PM,NFI,40
ITAU792,PD,WNA,40
ITAU792,PM,DLP,40
ITAU793,PD,TLW,40
ITAU793,PM,IFS,24
ITAU793,Co-PM,NFI,16
ITAU794,PD,WNA,40
ITAU794,PM,DTP,24
ITAU794,Co-PM,AMF,16
ITAU795,PD,TSR,28
ITAU795,Co-PD,RLM,12
ITAU795,PM,DTP,24
ITAU795,Co-PM,TLW,16
ITAU796,PD,AMF,24
ITAU796,Co-PD,WNA,16
ITAU796,PM,DGS,24
ITAU796,Co-PM,FYA,16
ITAU797,PD,HZR,40
ITAU797,PM,DTP,40
ITAU798,PD,FYA,24
ITAU798,Co-PD,OMW,16
ITAU798,PM,JQV,24
ITAU798,Co-PM,DGS,16
ITAU799,PD,WNA,40
ITAU799,PM,AMF,40
ITAU800,PD,AMF,28
ITAU800,Co-PD,NFI,12
ITAU800,PM,OMW,40
ITAU801,PD,HZR,40
ITAU801,PM,TLW,40
ITAU802,PD,NFI,40
ITAU802,PM,AMF,40
ITAU803,PD,RLM,24
ITAU803,Co-PD,IFI,16
ITAU803,PM,JQV,40
ITAU804,PD,WNA,40
ITAU804,PM,OMW,40
ITAU805,PD,RLM,28
ITAU805,Co-PD,IFS,12
ITAU805,PM,TSR,28
ITAU805,Co-PM,IFS,12
ITAU806,PD,IFI,28
ITAU806,Co-PD,NFI,12
ITAU806,PM,DGS,24
ITAU806,Co-PM,TLW,16
ITAU807,PD,FYA,24
ITAU807,Co-PD,HZR,16
ITAU807,PM,IFI,40
ITAU808,PD,DLP,24
ITAU808,Co-PD,DTP,16
ITAU808,PM,AMF,40
ITAU809,PD,NFI,40
ITAU809,PM,FYA,40
ITAU809A,PD,TSR,24
ITAU809A,Co-PD,DGS,16
ITAU809A,PM,IFI,40
ITAU810,PD,IFS,24
ITAU810,Co-PD,JQV,16
ITAU810,PM,IFI,40
ITAU811,PD,TLW,28
ITAU811,Co-PD,IFI,12
ITAU811,PM,NFI,28
ITAU811,Co-PM,HZR,12
ITAU812,PD,HZR,28
ITAU812,Co-PD,OMW,12
ITAU812,PM,JQV,40
ITAU813,PD,NFI,40
ITAU813,PM,DLP,24
ITAU813,Co-PM,IFS,16
ITAU814,PD,JQV,28
ITAU814,Co-PD,TLW,12
ITAU814,PM,OMW,24
ITAU814,Co-PM,DTP,16
ITAU815,PD,JQV,28
ITAU815,Co-PD,IFS,12
ITAU815,PM,WNA,28
ITAU815,Co-PM,TLW,12
ITAU816,PD,HZR,40
ITAU816,PM,WNA,40
ITAU817,PD,JQV,28
ITAU817,Co-PD,OMW,12
ITAU817,PM,NFI,24
ITAU817,Co-PM,TLW,16
ITAU818,PD,RLM,40
ITAU818,PM,TLW,28
ITAU818,Co-PM,FYA,12
ITAU819,PD,JQV,40
ITAU819,PM,IFI,24
ITAU819,Co-PM,RLM,16
ITAU820,PD,DLP,40
ITAU820,PM,IFI,28
ITAU820,Co-PM,JQV,12
ITAU821,PD,OMW,28
ITAU821,Co-PD,WNA,12
ITAU821,PM,IFI,28
ITAU821,Co-PM,DGS,12
ITAU822,PD,HZR,24
ITAU822,Co-PD,FYA,16
ITAU822,PM,JQV,40
ITAU823,PD,JQV,40
ITAU823,PM,RLM,40
ITAU824,PD,DLP,24
ITAU824,Co-PD,WNA,16
ITAU824,PM,IFI,40
ITAU825,PD,OMW,40
ITAU825,PM,IFS,40
ITAU826,PD,IFI,28
ITAU826,Co-PD,TLW,12
ITAU826,PM,DGS,28
ITAU826,Co-PM,OMW,12
ITAU827,PD,IFI,40
ITAU827,PM,NFI,40
ITAU828,PD,DTP,24
ITAU828,Co-PD,TSR,16
ITAU828,PM,TSR,40
ITAU829,PD,DLP,40
ITAU829,PM,FYA,24
ITAU829,Co-PM,HZR,16
ITAU830,PD,DTP,24
ITAU830,Co-PD,HZR,16
ITAU830,PM,IFS,40
ITAU831,PD,IFS,40
ITAU831,PM,NFI,24
ITAU831,Co-PM,RLM,16
ITAU832,PD,TLW,28
ITAU832,Co-PD,DLP,12
ITAU832,PM,NFI,40
ITAU833,PD,FYA,40
ITAU833,PM,IFS,40
ITAU834,PD,NFI,28
ITAU834,Co-PD,IFI,12
ITAU834,PM,JQV,28
ITAU834,Co-PM,IFI,12
ITAU835,PD,AMF,40
ITAU835,PM,IFS,28
ITAU835,Co-PM,DLP,12
ITAU836,PD,DLP,28
ITAU836,Co-PD,NFI,12
ITAU836,PM,JQV,28
ITAU836,Co-PM,RLM,12
ITAU837,PD,TLW,40
ITAU837,PM,TSR,40
ITAU838,PD,DLP,40
ITAU838,PM,OMW,28
ITAU838,Co-PM,WNA,12
ITAU839,PD,RLM,28
ITAU839,Co-PD,WNA,12
ITAU839,PM,FYA,24
ITAU839,Co-PM,DLP,16
ITAU840,PD,TSR,40
ITAU840,PM,IFS,28
ITAU840,Co-PM,NFI,12
ITAU841,PD,DLP,40
ITAU841,PM,JQV,40
ITAU842,PD,DLP,24
ITAU842,Co-PD,RLM,16
ITAU842,PM,TLW,40
ITAU843,PD,TSR,24
ITAU843,Co-PD,AMF,16
ITAU843,PM,IFI,40
ITAU844,PD,TLW,40
ITAU844,PM,JQV,28
ITAU844,Co-PM,HZR,12
ITAU845,PD,HZR,40
ITAU845,PM,JQV,28
ITAU845,Co-PM,NFI,12
ITAU846,PD,DLP,28
ITAU846,Co-PD,JQV,12
ITAU846,PM,RLM,40
ITAU847,PD,RLM,40
ITAU847,PM,OMW,24
ITAU847,Co-PM,TSR,16
ITAU847A,PD,WNA,40
ITAU847A,PM,NFI,24
ITAU847A,Co-PM,FYA,16
ITAU847B,PD,FYA,40
ITAU847B,PM,TSR,24
ITAU847B,Co-PM,AMF,16
ITAU847C,PD,RLM,24
ITAU847C,Co-PD,AMF,16
ITAU847C,PM,TSR,28
ITAU847C,Co-PM,AMF,12
ITAU847D,PD,DGS,24
ITAU847D,Co-PD,TSR,16
ITAU847D,PM,AMF,28
ITAU847D,Co-PM,TLW,12
ITAU847E,PD,AMF,24
ITAU847E,Co-PD,IFI,16
ITAU847E,PM,HZR,40
ITAU847F,PD,TSR,24
ITAU847F,Co-PD,HZR,16
ITAU847F,PM,RLM,24
ITAU847F,Co-PM,IFS,16
ITAU847G,PD,IFS,40
ITAU847G,PM,TSR,40
ITAU847H,PD,DTP,24
ITAU847H,Co-PD,JQV,16
ITAU847H,PM,DGS,40
ITAU847I,PD,RLM,24
ITAU847I,Co-PD,IFI,16
ITAU847I,PM,HZR,28
ITAU847I,Co-PM,OMW,12
ITAU847J,PD,IFS,40
ITAU847J,PM,IFI,40
ITAU847K,PD,DGS,40
ITAU847K,PM,FYA,40
ITAU847L,PD,TSR,40
ITAU847L,PM,FYA,28
ITAU847L,Co-PM,IFS,12
ITAU847M,PD,TSR,28
ITAU847M,Co-PD,FYA,12
ITAU847M,PM,IFS,24
ITAU847M,Co-PM,DLP,16
ITAU847N,PD,RLM,28
ITAU847N,Co-PD,NFI,12
ITAU847N,PM,TLW,40
ITAU847O,PD,RLM,28
ITAU847O,Co-PD,WNA,12
ITAU847O,PM,NFI,24
ITAU847O,Co-PM,WNA,16
ITAU847P,PD,RLM,28
ITAU847P,Co-PD,DGS,12
ITAU847P,PM,HZR,40
ITAU847Q,PD,WNA,40
ITAU847Q,PM,IFI,24
ITAU847Q,Co-PM,DTP,16
ITAU847R,PD,OMW,40
ITAU847R,PM,IFS,28
ITAU847R,Co-PM,FYA,12
ITAU847S,PD,AMF,40
ITAU847S,PM,HZR,28
ITAU847S,Co-PM,TLW,12
ITAU847T,PD,DLP,40
ITAU847T,PM,JQV,40
ITAU847U,PD,DTP,40
ITAU847U,PM,TSR,40
ITAU848,PD,NFI,24
ITAU848,Co-PD,FYA,16
ITAU848,PM,TSR,40
ITAU849,PD,RLM,24
ITAU849,Co-PD,DLP,16
ITAU849,PM,IFI,28
ITAU849,Co-PM,DLP,12
ITAU850,PD,IFS,40
ITAU850,PM,DLP,24
ITAU850,Co-PM,OMW,16
ITAU851,PD,FYA,24
ITAU851,Co-PD,RLM,16
ITAU851,PM,AMF,24
ITAU851,Co-PM,DLP,16
ITAU852,PD,IFS,40
ITAU852,PM,WNA,28
ITAU852,Co-PM,IFI,12
ITAU853,PD,TLW,40
ITAU853,PM,DTP,28
ITAU853,Co-PM,DLP,12
ITAU854,PD,OMW,24
ITAU854,Co-PD,RLM,16
ITAU854,PM,AMF,28
ITAU854,Co-PM,TSR,12
ITAU855,PD,JQV,40
ITAU855,PM,DGS,40
ITAU856,PD,HZR,40
ITAU856,PM,TLW,40
ITAU856A,PD,DLP,40
ITAU856A,PM,RLM,24
ITAU856A,Co-PM,WNA,16
ITAU856B,PD,AMF,40
ITAU856B,PM,DGS,28
ITAU856B,Co-PM,NFI,12
ITAU857,PD,IFI,40
ITAU857,PM,AMF,24
ITAU857,Co-PM,OMW,16
ITAU858,PD,IFI,40
ITAU858,PM,JQV,24
ITAU858,Co-PM,OMW,16
ITAU859,PD,TLW,28
ITAU859,Co-PD,WNA,12
ITAU859,PM,TSR,24
ITAU859,Co-PM,IFI,16
ITAU860,PD,RLM,28
ITAU860,Co-PD,IFS,12
ITAU860,PM,WNA,28
ITAU860,Co-PM,DGS,12
ITAU861,PD,TSR,40
ITAU861,PM,DLP,40
ITAU862,PD,WNA,24
ITAU862,Co-PD,AMF,16
ITAU862,PM,NFI,40
ITAU863,PD,WNA,24
ITAU863,Co-PD,TLW,16
ITAU863,PM,DLP,24
ITAU863,Co-PM,DGS,16
ITAU864,PD,RLM,40
ITAU864,PM,IFS,40
ITAU865,PD,WNA,40
ITAU865,PM,IFI,40
ITAU865A,PD,DLP,40
ITAU865A,PM,RLM,40
ITAU865B,PD,TLW,24
ITAU865B,Co-PD,AMF,16
ITAU865B,PM,TSR,40
ITAU866,PD,DGS,24
ITAU866,Co-PD,FYA,16
ITAU866,PM,DLP,40
ITAU867,PD,AMF,40
ITAU867,PM,DGS,40
ITAU868,PD,TSR,28
ITAU868,Co-PD,JQV,12
ITAU868,PM,DLP,28
ITAU868,Co-PM,NFI,12
ITAU869,PD,RLM,24
ITAU869,Co-PD,IFI,16
ITAU869,PM,WNA,24
ITAU869,Co-PM,AMF,16
ITAU870,PD,NFI,24
ITAU870,Co-PD,OMW,16
ITAU870,PM,AMF,40
ITAU871,PD,AMF,24
ITAU871,Co-PD,OMW,16
ITAU871,PM,DLP,40
ITAU872,PD,IFS,40
ITAU872,PM,OMW,40
ITAU873,PD,DGS,28
ITAU873,Co-PD,TSR,12
ITAU873,PM,DTP,40
ITAU874,PD,DGS,40
ITAU874,PM,DLP,40
ITAU875,PD,DGS,24
ITAU875,Co-PD,OMW,16
ITAU875,PM,AMF,24
ITAU875,Co-PM,OMW,16
ITAU876,PD,OMW,28
ITAU876,Co-PD,NFI,12
ITAU876,PM,WNA,24
ITAU876,Co-PM,AMF,16
ITAU877,PD,DGS,40
ITAU877,PM,HZR,28
ITAU877,Co-PM,FYA,12
ITAU878,PD,IFI,28
ITAU878,Co-PD,JQV,12
ITAU878,PM,NFI,40
ITAU879,PD,TLW,40
ITAU879,PM,IFI,24
ITAU879,Co-PM,RLM,16
ITAU880,PD,DGS,24
ITAU880,Co-PD,RLM,16
ITAU880,PM,IFS,24
ITAU880,Co-PM,WNA,16
ITAU881,PD,WNA,40
ITAU881,PM,OMW,24
ITAU881,Co-PM,IFI,16
ITAU882,PD,IFS,28
ITAU882,Co-PD,TLW,12
ITAU882,PM,RLM,40
ITAU883,PD,OMW,40
ITAU883,PM,AMF,24
ITAU883,Co-PM,DTP,16
ITAU884,PD,JQV,24
ITAU884,Co-PD,IFS,16
ITAU884,PM,RLM,24
ITAU884,Co-PM,DGS,16
ITAU885,PD,TLW,40
ITAU885,PM,IFS,40
ITAU886,PD,DLP,28
ITAU886,Co-PD,JQV,12
ITAU886,PM,JQV,40
ITAU887,PD,RLM,40
ITAU887,PM,IFS,28
ITAU887,Co-PM,TSR,12
ITAU888,PD,TLW,24
ITAU888,Co-PD,WNA,16
ITAU888,PM,OMW,24
ITAU888,Co-PM,HZR,16
ITAU889,PD,FYA,24
ITAU889,Co-PD,RLM,16
ITAU889,PM,RLM,40
ITAU890,PD,FYA,28
ITAU890,Co-PD,WNA,12
ITAU890,PM,AMF,28
ITAU890,Co-PM,TSR,12
ITAU891,PD,FYA,28
ITAU891,Co-PD,IFI,12
ITAU891,PM,HZR,40
ITAU892,PD,FYA,24
ITAU892,Co-PD,TSR,16
ITAU892,PM,HZR,28
ITAU892,Co-PM,RLM,12
ITAU893,PD,IFS,28
ITAU893,Co-PD,AMF,12
ITAU893,PM,JQV,28
ITAU893,Co-PM,HZR,12
ITAU894,PD,FYA,40
ITAU894,PM,NFI,28
ITAU894,Co-PM,HZR,12
ITAU895,PD,TSR,40
ITAU895,PM,IFI,40
ITAU896,PD,DGS,24
ITAU896,Co-PD,TLW,16
ITAU896,PM,RLM,24
ITAU896,Co-PM,AMF,16
ITAU897,PD,JQV,40
ITAU897,PM,NFI,40
ITAU897A,PD,DGS,24
ITAU897A,Co-PD,AMF,16
ITAU897A,PM,RLM,40
ITAU898,PD,DTP,24
ITAU898,Co-PD,TLW,16
ITAU898,PM,TSR,28
ITAU898,Co-PM,HZR,12
ITAU899,PD,OMW,40
ITAU899,PM,TLW,24
ITAU899,Co-PM,IFI,16
ITAU900,PD,DTP,24
ITAU900,Co-PD,DGS,16
ITAU900,PM,TLW,40
ITAU901,PD,WNA,40
ITAU901,PM,DTP,24
ITAU901,Co-PM,AMF,16
ITAU902,PD,DGS,24
ITAU902,Co-PD,AMF,16
ITAU902,PM,TSR,28
ITAU902,Co-PM,HZR,12
ITAU903,PD,FYA,40
ITAU903,PM,TLW,28
ITAU903,Co-PM,RLM,12
ITAU903A,PD,JQV,40
ITAU903A,PM,DGS,28
ITAU903A,Co-PM,TSR,12
ITAU904,PD,TSR,40
ITAU904,PM,JQV,28
